Test Case ID,Platform,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
ORA-PRO-00011,OracleApps,projects,Project Financials,Manufacturing,Draft -> Review -> Publish -> Archive,UI,Archive Manufacturing OracleApps Project Financials,User has OracleApps access and Manufacturing data exists,"1. Open Project Financials.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00012,OracleApps,projects,Project Financials,Manufacturing,Configure -> Execute -> Verify -> Close,Workflow,Route Manufacturing OracleApps Project Financials,User has OracleApps access and Manufacturing data exists,"1. Open Project Financials.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00013,OracleApps,projects,Project Financials,Healthcare,Create -> Approve -> Post -> Report,Integration,Search Healthcare OracleApps Project Financials,User has OracleApps access and Healthcare data exists,"1. Open Project Financials.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00014,OracleApps,projects,Project Financials,Healthcare,Submit -> Validate -> Approve -> Complete,Accessibility,Update Healthcare OracleApps Project Financials,User has OracleApps access and Healthcare data exists,"1. Open Project Financials.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00015,OracleApps,projects,Project Financials,Healthcare,Draft -> Review -> Publish -> Archive,Workflow,Approve Healthcare OracleApps Project Financials,User has OracleApps access and Healthcare data exists,"1. Open Project Financials.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00016,OracleApps,projects,Project Financials,Healthcare,Configure -> Execute -> Verify -> Close,Accessibility,Escalate Healthcare OracleApps Project Financials,User has OracleApps access and Healthcare data exists,"1. Open Project Financials.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00017,OracleApps,projects,Project Financials,Public Sector,Create -> Approve -> Post -> Report,Performance,Edit Public Sector OracleApps Project Financials,User has OracleApps access and Public Sector data exists,"1. Open Project Financials.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00018,OracleApps,projects,Project Financials,Public Sector,Submit -> Validate -> Approve -> Complete,Security,Search Public Sector OracleApps Project Financials,User has OracleApps access and Public Sector data exists,"1. Open Project Financials.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00019,OracleApps,projects,Project Financials,Public Sector,Draft -> Review -> Publish -> Archive,Security,Route Public Sector OracleApps Project Financials,User has OracleApps access and Public Sector data exists,"1. Open Project Financials.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00020,OracleApps,projects,Project Financials,Public Sector,Configure -> Execute -> Verify -> Close,Regression,Delete Public Sector OracleApps Project Financials,User has OracleApps access and Public Sector data exists,"1. Open Project Financials.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00021,OracleApps,projects,Project Financials,Technology,Create -> Approve -> Post -> Report,UI,Archive Technology OracleApps Project Financials,User has OracleApps access and Technology data exists,"1. Open Project Financials.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00022,OracleApps,projects,Project Financials,Technology,Submit -> Validate -> Approve -> Complete,Performance,Validate Technology OracleApps Project Financials,User has OracleApps access and Technology data exists,"1. Open Project Financials.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00023,OracleApps,projects,Project Financials,Technology,Draft -> Review -> Publish -> Archive,UI,Route Technology OracleApps Project Financials,User has OracleApps access and Technology data exists,"1. Open Project Financials.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00024,OracleApps,projects,Project Financials,Technology,Configure -> Execute -> Verify -> Close,Functional,Validate Technology OracleApps Project Financials,User has OracleApps access and Technology data exists,"1. Open Project Financials.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00025,OracleApps,projects,Project Financials,Education,Create -> Approve -> Post -> Report,Regression,Reject Education OracleApps Project Financials,User has OracleApps access and Education data exists,"1. Open Project Financials.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00026,OracleApps,projects,Project Financials,Education,Submit -> Validate -> Approve -> Complete,Performance,Update Education OracleApps Project Financials,User has OracleApps access and Education data exists,"1. Open Project Financials.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00027,OracleApps,projects,Project Financials,Education,Draft -> Review -> Publish -> Archive,UI,Edit Education OracleApps Project Financials,User has OracleApps access and Education data exists,"1. Open Project Financials.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00028,OracleApps,projects,Project Financials,Education,Configure -> Execute -> Verify -> Close,Integration,Edit Education OracleApps Project Financials,User has OracleApps access and Education data exists,"1. Open Project Financials.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00029,OracleApps,projects,Project Execution,Enterprise,Create -> Approve -> Post -> Report,Workflow,Delete Enterprise OracleApps Project Execution,User has OracleApps access and Enterprise data exists,"1. Open Project Execution.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00030,OracleApps,projects,Project Execution,Enterprise,Submit -> Validate -> Approve -> Complete,Workflow,Search Enterprise OracleApps Project Execution,User has OracleApps access and Enterprise data exists,"1. Open Project Execution.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00031,OracleApps,projects,Project Execution,Enterprise,Draft -> Review -> Publish -> Archive,Integration,Validate Enterprise OracleApps Project Execution,User has OracleApps access and Enterprise data exists,"1. Open Project Execution.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00032,OracleApps,projects,Project Execution,Enterprise,Configure -> Execute -> Verify -> Close,Regression,Reject Enterprise OracleApps Project Execution,User has OracleApps access and Enterprise data exists,"1. Open Project Execution.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00033,OracleApps,projects,Project Execution,Retail,Create -> Approve -> Post -> Report,UI,Edit Retail OracleApps Project Execution,User has OracleApps access and Retail data exists,"1. Open Project Execution.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00034,OracleApps,projects,Project Execution,Retail,Submit -> Validate -> Approve -> Complete,Regression,Validate Retail OracleApps Project Execution,User has OracleApps access and Retail data exists,"1. Open Project Execution.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00035,OracleApps,projects,Project Execution,Retail,Draft -> Review -> Publish -> Archive,UI,Edit Retail OracleApps Project Execution,User has OracleApps access and Retail data exists,"1. Open Project Execution.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00036,OracleApps,projects,Project Execution,Retail,Configure -> Execute -> Verify -> Close,Security,Approve Retail OracleApps Project Execution,User has OracleApps access and Retail data exists,"1. Open Project Execution.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00037,OracleApps,projects,Project Execution,Manufacturing,Create -> Approve -> Post -> Report,UI,Update Manufacturing OracleApps Project Execution,User has OracleApps access and Manufacturing data exists,"1. Open Project Execution.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00038,OracleApps,projects,Project Execution,Manufacturing,Submit -> Validate -> Approve -> Complete,UI,Delete Manufacturing OracleApps Project Execution,User has OracleApps access and Manufacturing data exists,"1. Open Project Execution.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00039,OracleApps,projects,Project Execution,Manufacturing,Draft -> Review -> Publish -> Archive,Workflow,Escalate Manufacturing OracleApps Project Execution,User has OracleApps access and Manufacturing data exists,"1. Open Project Execution.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00040,OracleApps,projects,Project Execution,Manufacturing,Configure -> Execute -> Verify -> Close,Accessibility,Search Manufacturing OracleApps Project Execution,User has OracleApps access and Manufacturing data exists,"1. Open Project Execution.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00041,OracleApps,projects,Project Execution,Healthcare,Create -> Approve -> Post -> Report,Performance,Edit Healthcare OracleApps Project Execution,User has OracleApps access and Healthcare data exists,"1. Open Project Execution.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00042,OracleApps,projects,Project Execution,Healthcare,Submit -> Validate -> Approve -> Complete,Accessibility,Search Healthcare OracleApps Project Execution,User has OracleApps access and Healthcare data exists,"1. Open Project Execution.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00043,OracleApps,projects,Project Execution,Healthcare,Draft -> Review -> Publish -> Archive,Performance,Clone Healthcare OracleApps Project Execution,User has OracleApps access and Healthcare data exists,"1. Open Project Execution.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00044,OracleApps,projects,Project Execution,Healthcare,Configure -> Execute -> Verify -> Close,Workflow,Route Healthcare OracleApps Project Execution,User has OracleApps access and Healthcare data exists,"1. Open Project Execution.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00045,OracleApps,projects,Project Execution,Public Sector,Create -> Approve -> Post -> Report,Regression,Search Public Sector OracleApps Project Execution,User has OracleApps access and Public Sector data exists,"1. Open Project Execution.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00046,OracleApps,projects,Project Execution,Public Sector,Submit -> Validate -> Approve -> Complete,Accessibility,Update Public Sector OracleApps Project Execution,User has OracleApps access and Public Sector data exists,"1. Open Project Execution.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00047,OracleApps,projects,Project Execution,Public Sector,Draft -> Review -> Publish -> Archive,Regression,Restore Public Sector OracleApps Project Execution,User has OracleApps access and Public Sector data exists,"1. Open Project Execution.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00048,OracleApps,projects,Project Execution,Public Sector,Configure -> Execute -> Verify -> Close,Functional,Archive Public Sector OracleApps Project Execution,User has OracleApps access and Public Sector data exists,"1. Open Project Execution.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00049,OracleApps,projects,Project Execution,Technology,Create -> Approve -> Post -> Report,UI,Update Technology OracleApps Project Execution,User has OracleApps access and Technology data exists,"1. Open Project Execution.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00050,OracleApps,projects,Project Execution,Technology,Submit -> Validate -> Approve -> Complete,Workflow,Reject Technology OracleApps Project Execution,User has OracleApps access and Technology data exists,"1. Open Project Execution.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00051,OracleApps,projects,Project Execution,Technology,Draft -> Review -> Publish -> Archive,Integration,Reject Technology OracleApps Project Execution,User has OracleApps access and Technology data exists,"1. Open Project Execution.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00052,OracleApps,projects,Project Execution,Technology,Configure -> Execute -> Verify -> Close,Performance,Route Technology OracleApps Project Execution,User has OracleApps access and Technology data exists,"1. Open Project Execution.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00053,OracleApps,projects,Project Execution,Education,Create -> Approve -> Post -> Report,Workflow,Escalate Education OracleApps Project Execution,User has OracleApps access and Education data exists,"1. Open Project Execution.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00054,OracleApps,projects,Project Execution,Education,Submit -> Validate -> Approve -> Complete,Regression,Route Education OracleApps Project Execution,User has OracleApps access and Education data exists,"1. Open Project Execution.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00055,OracleApps,projects,Project Execution,Education,Draft -> Review -> Publish -> Archive,Regression,Archive Education OracleApps Project Execution,User has OracleApps access and Education data exists,"1. Open Project Execution.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00056,OracleApps,projects,Project Execution,Education,Configure -> Execute -> Verify -> Close,Functional,Route Education OracleApps Project Execution,User has OracleApps access and Education data exists,"1. Open Project Execution.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00057,OracleApps,projects,Billing,Enterprise,Create -> Approve -> Post -> Report,Security,Approve Enterprise OracleApps Billing,User has OracleApps access and Enterprise data exists,"1. Open Billing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00058,OracleApps,projects,Billing,Enterprise,Submit -> Validate -> Approve -> Complete,Regression,Route Enterprise OracleApps Billing,User has OracleApps access and Enterprise data exists,"1. Open Billing.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00059,OracleApps,projects,Billing,Enterprise,Draft -> Review -> Publish -> Archive,Workflow,Validate Enterprise OracleApps Billing,User has OracleApps access and Enterprise data exists,"1. Open Billing.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-PRO-00060,OracleApps,projects,Billing,Enterprise,Configure -> Execute -> Verify -> Close,Security,Approve Enterprise OracleApps Billing,User has OracleApps access and Enterprise data exists,"1. Open Billing.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
