Test Case ID,Cloud,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
SN-CSM-00015,ServiceNow,Customer Portal,Telecom,Order -> Fulfillment -> Case Update,UI,Edit Telecom ServiceNow Customer Portal,User has ServiceNow access and Telecom test data exists,"1. Open Customer Portal.
2. Execute: Order -> Fulfillment -> Case Update.
3. Perform validation and confirm outcome.","Order -> Fulfillment -> Case Update completes with correct state, audit trail, and notifications",Medium,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00016,ServiceNow,Customer Portal,Retail,Case -> Agent Workspace -> Knowledge -> Resolution,Regression,Assign Retail ServiceNow Customer Portal,User has ServiceNow access and Retail test data exists,"1. Open Customer Portal.
2. Execute: Case -> Agent Workspace -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Case -> Agent Workspace -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",High,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00017,ServiceNow,Customer Portal,Retail,Portal -> Case Create -> Assignment -> Closure,UI,Edit Retail ServiceNow Customer Portal,User has ServiceNow access and Retail test data exists,"1. Open Customer Portal.
2. Execute: Portal -> Case Create -> Assignment -> Closure.
3. Perform validation and confirm outcome.","Portal -> Case Create -> Assignment -> Closure completes with correct state, audit trail, and notifications",Medium,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00018,ServiceNow,Customer Portal,Retail,Order -> Fulfillment -> Case Update,Regression,Edit Retail ServiceNow Customer Portal,User has ServiceNow access and Retail test data exists,"1. Open Customer Portal.
2. Execute: Order -> Fulfillment -> Case Update.
3. Perform validation and confirm outcome.","Order -> Fulfillment -> Case Update completes with correct state, audit trail, and notifications",Medium,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00019,ServiceNow,Customer Portal,Healthcare,Case -> Agent Workspace -> Knowledge -> Resolution,Security,Reject Healthcare ServiceNow Customer Portal,User has ServiceNow access and Healthcare test data exists,"1. Open Customer Portal.
2. Execute: Case -> Agent Workspace -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Case -> Agent Workspace -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Low,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00020,ServiceNow,Customer Portal,Healthcare,Portal -> Case Create -> Assignment -> Closure,UI,Submit Healthcare ServiceNow Customer Portal,User has ServiceNow access and Healthcare test data exists,"1. Open Customer Portal.
2. Execute: Portal -> Case Create -> Assignment -> Closure.
3. Perform validation and confirm outcome.","Portal -> Case Create -> Assignment -> Closure completes with correct state, audit trail, and notifications",High,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00021,ServiceNow,Customer Portal,Healthcare,Order -> Fulfillment -> Case Update,Functional,Update Healthcare ServiceNow Customer Portal,User has ServiceNow access and Healthcare test data exists,"1. Open Customer Portal.
2. Execute: Order -> Fulfillment -> Case Update.
3. Perform validation and confirm outcome.","Order -> Fulfillment -> Case Update completes with correct state, audit trail, and notifications",Medium,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00022,ServiceNow,Customer Portal,Banking,Case -> Agent Workspace -> Knowledge -> Resolution,Regression,Validate Banking ServiceNow Customer Portal,User has ServiceNow access and Banking test data exists,"1. Open Customer Portal.
2. Execute: Case -> Agent Workspace -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Case -> Agent Workspace -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",High,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00023,ServiceNow,Customer Portal,Banking,Portal -> Case Create -> Assignment -> Closure,Integration,Resolve Banking ServiceNow Customer Portal,User has ServiceNow access and Banking test data exists,"1. Open Customer Portal.
2. Execute: Portal -> Case Create -> Assignment -> Closure.
3. Perform validation and confirm outcome.","Portal -> Case Create -> Assignment -> Closure completes with correct state, audit trail, and notifications",High,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00024,ServiceNow,Customer Portal,Banking,Order -> Fulfillment -> Case Update,Regression,Submit Banking ServiceNow Customer Portal,User has ServiceNow access and Banking test data exists,"1. Open Customer Portal.
2. Execute: Order -> Fulfillment -> Case Update.
3. Perform validation and confirm outcome.","Order -> Fulfillment -> Case Update completes with correct state, audit trail, and notifications",Medium,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00025,ServiceNow,Knowledge,Telecom,Case -> Agent Workspace -> Knowledge -> Resolution,Integration,Reject Telecom ServiceNow Knowledge,User has ServiceNow access and Telecom test data exists,"1. Open Knowledge.
2. Execute: Case -> Agent Workspace -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Case -> Agent Workspace -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Low,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00026,ServiceNow,Knowledge,Telecom,Portal -> Case Create -> Assignment -> Closure,Regression,Search Telecom ServiceNow Knowledge,User has ServiceNow access and Telecom test data exists,"1. Open Knowledge.
2. Execute: Portal -> Case Create -> Assignment -> Closure.
3. Perform validation and confirm outcome.","Portal -> Case Create -> Assignment -> Closure completes with correct state, audit trail, and notifications",High,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00027,ServiceNow,Knowledge,Telecom,Order -> Fulfillment -> Case Update,Regression,Approve Telecom ServiceNow Knowledge,User has ServiceNow access and Telecom test data exists,"1. Open Knowledge.
2. Execute: Order -> Fulfillment -> Case Update.
3. Perform validation and confirm outcome.","Order -> Fulfillment -> Case Update completes with correct state, audit trail, and notifications",Medium,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00028,ServiceNow,Knowledge,Retail,Case -> Agent Workspace -> Knowledge -> Resolution,Regression,Approve Retail ServiceNow Knowledge,User has ServiceNow access and Retail test data exists,"1. Open Knowledge.
2. Execute: Case -> Agent Workspace -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Case -> Agent Workspace -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Medium,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00029,ServiceNow,Knowledge,Retail,Portal -> Case Create -> Assignment -> Closure,Security,Validate Retail ServiceNow Knowledge,User has ServiceNow access and Retail test data exists,"1. Open Knowledge.
2. Execute: Portal -> Case Create -> Assignment -> Closure.
3. Perform validation and confirm outcome.","Portal -> Case Create -> Assignment -> Closure completes with correct state, audit trail, and notifications",Low,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00030,ServiceNow,Knowledge,Retail,Order -> Fulfillment -> Case Update,Functional,Search Retail ServiceNow Knowledge,User has ServiceNow access and Retail test data exists,"1. Open Knowledge.
2. Execute: Order -> Fulfillment -> Case Update.
3. Perform validation and confirm outcome.","Order -> Fulfillment -> Case Update completes with correct state, audit trail, and notifications",High,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00031,ServiceNow,Knowledge,Healthcare,Case -> Agent Workspace -> Knowledge -> Resolution,Regression,Close Healthcare ServiceNow Knowledge,User has ServiceNow access and Healthcare test data exists,"1. Open Knowledge.
2. Execute: Case -> Agent Workspace -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Case -> Agent Workspace -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Low,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00032,ServiceNow,Knowledge,Healthcare,Portal -> Case Create -> Assignment -> Closure,Security,Approve Healthcare ServiceNow Knowledge,User has ServiceNow access and Healthcare test data exists,"1. Open Knowledge.
2. Execute: Portal -> Case Create -> Assignment -> Closure.
3. Perform validation and confirm outcome.","Portal -> Case Create -> Assignment -> Closure completes with correct state, audit trail, and notifications",High,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00033,ServiceNow,Knowledge,Healthcare,Order -> Fulfillment -> Case Update,UI,Delete Healthcare ServiceNow Knowledge,User has ServiceNow access and Healthcare test data exists,"1. Open Knowledge.
2. Execute: Order -> Fulfillment -> Case Update.
3. Perform validation and confirm outcome.","Order -> Fulfillment -> Case Update completes with correct state, audit trail, and notifications",High,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00034,ServiceNow,Knowledge,Banking,Case -> Agent Workspace -> Knowledge -> Resolution,Security,Validate Banking ServiceNow Knowledge,User has ServiceNow access and Banking test data exists,"1. Open Knowledge.
2. Execute: Case -> Agent Workspace -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Case -> Agent Workspace -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Low,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00035,ServiceNow,Knowledge,Banking,Portal -> Case Create -> Assignment -> Closure,Functional,Delete Banking ServiceNow Knowledge,User has ServiceNow access and Banking test data exists,"1. Open Knowledge.
2. Execute: Portal -> Case Create -> Assignment -> Closure.
3. Perform validation and confirm outcome.","Portal -> Case Create -> Assignment -> Closure completes with correct state, audit trail, and notifications",High,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00036,ServiceNow,Knowledge,Banking,Order -> Fulfillment -> Case Update,Security,Clone Banking ServiceNow Knowledge,User has ServiceNow access and Banking test data exists,"1. Open Knowledge.
2. Execute: Order -> Fulfillment -> Case Update.
3. Perform validation and confirm outcome.","Order -> Fulfillment -> Case Update completes with correct state, audit trail, and notifications",High,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00037,ServiceNow,Agent Workspace,Telecom,Case -> Agent Workspace -> Knowledge -> Resolution,Integration,Update Telecom ServiceNow Agent Workspace,User has ServiceNow access and Telecom test data exists,"1. Open Agent Workspace.
2. Execute: Case -> Agent Workspace -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Case -> Agent Workspace -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Medium,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00038,ServiceNow,Agent Workspace,Telecom,Portal -> Case Create -> Assignment -> Closure,Integration,Clone Telecom ServiceNow Agent Workspace,User has ServiceNow access and Telecom test data exists,"1. Open Agent Workspace.
2. Execute: Portal -> Case Create -> Assignment -> Closure.
3. Perform validation and confirm outcome.","Portal -> Case Create -> Assignment -> Closure completes with correct state, audit trail, and notifications",Medium,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00039,ServiceNow,Agent Workspace,Telecom,Order -> Fulfillment -> Case Update,Security,Close Telecom ServiceNow Agent Workspace,User has ServiceNow access and Telecom test data exists,"1. Open Agent Workspace.
2. Execute: Order -> Fulfillment -> Case Update.
3. Perform validation and confirm outcome.","Order -> Fulfillment -> Case Update completes with correct state, audit trail, and notifications",High,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00040,ServiceNow,Agent Workspace,Retail,Case -> Agent Workspace -> Knowledge -> Resolution,Integration,Approve Retail ServiceNow Agent Workspace,User has ServiceNow access and Retail test data exists,"1. Open Agent Workspace.
2. Execute: Case -> Agent Workspace -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Case -> Agent Workspace -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Low,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00041,ServiceNow,Agent Workspace,Retail,Portal -> Case Create -> Assignment -> Closure,Integration,Resolve Retail ServiceNow Agent Workspace,User has ServiceNow access and Retail test data exists,"1. Open Agent Workspace.
2. Execute: Portal -> Case Create -> Assignment -> Closure.
3. Perform validation and confirm outcome.","Portal -> Case Create -> Assignment -> Closure completes with correct state, audit trail, and notifications",Medium,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00042,ServiceNow,Agent Workspace,Retail,Order -> Fulfillment -> Case Update,Security,Validate Retail ServiceNow Agent Workspace,User has ServiceNow access and Retail test data exists,"1. Open Agent Workspace.
2. Execute: Order -> Fulfillment -> Case Update.
3. Perform validation and confirm outcome.","Order -> Fulfillment -> Case Update completes with correct state, audit trail, and notifications",Low,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00043,ServiceNow,Agent Workspace,Healthcare,Case -> Agent Workspace -> Knowledge -> Resolution,Integration,Edit Healthcare ServiceNow Agent Workspace,User has ServiceNow access and Healthcare test data exists,"1. Open Agent Workspace.
2. Execute: Case -> Agent Workspace -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Case -> Agent Workspace -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Low,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00044,ServiceNow,Agent Workspace,Healthcare,Portal -> Case Create -> Assignment -> Closure,Functional,Close Healthcare ServiceNow Agent Workspace,User has ServiceNow access and Healthcare test data exists,"1. Open Agent Workspace.
2. Execute: Portal -> Case Create -> Assignment -> Closure.
3. Perform validation and confirm outcome.","Portal -> Case Create -> Assignment -> Closure completes with correct state, audit trail, and notifications",Medium,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00045,ServiceNow,Agent Workspace,Healthcare,Order -> Fulfillment -> Case Update,Integration,Update Healthcare ServiceNow Agent Workspace,User has ServiceNow access and Healthcare test data exists,"1. Open Agent Workspace.
2. Execute: Order -> Fulfillment -> Case Update.
3. Perform validation and confirm outcome.","Order -> Fulfillment -> Case Update completes with correct state, audit trail, and notifications",High,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00046,ServiceNow,Agent Workspace,Banking,Case -> Agent Workspace -> Knowledge -> Resolution,Integration,Edit Banking ServiceNow Agent Workspace,User has ServiceNow access and Banking test data exists,"1. Open Agent Workspace.
2. Execute: Case -> Agent Workspace -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Case -> Agent Workspace -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Medium,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00047,ServiceNow,Agent Workspace,Banking,Portal -> Case Create -> Assignment -> Closure,UI,Assign Banking ServiceNow Agent Workspace,User has ServiceNow access and Banking test data exists,"1. Open Agent Workspace.
2. Execute: Portal -> Case Create -> Assignment -> Closure.
3. Perform validation and confirm outcome.","Portal -> Case Create -> Assignment -> Closure completes with correct state, audit trail, and notifications",Medium,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00048,ServiceNow,Agent Workspace,Banking,Order -> Fulfillment -> Case Update,UI,Approve Banking ServiceNow Agent Workspace,User has ServiceNow access and Banking test data exists,"1. Open Agent Workspace.
2. Execute: Order -> Fulfillment -> Case Update.
3. Perform validation and confirm outcome.","Order -> Fulfillment -> Case Update completes with correct state, audit trail, and notifications",Medium,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00049,ServiceNow,Order Management,Telecom,Case -> Agent Workspace -> Knowledge -> Resolution,Regression,Assign Telecom ServiceNow Order Management,User has ServiceNow access and Telecom test data exists,"1. Open Order Management.
2. Execute: Case -> Agent Workspace -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Case -> Agent Workspace -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Low,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00050,ServiceNow,Order Management,Telecom,Portal -> Case Create -> Assignment -> Closure,UI,Create Telecom ServiceNow Order Management,User has ServiceNow access and Telecom test data exists,"1. Open Order Management.
2. Execute: Portal -> Case Create -> Assignment -> Closure.
3. Perform validation and confirm outcome.","Portal -> Case Create -> Assignment -> Closure completes with correct state, audit trail, and notifications",Medium,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00051,ServiceNow,Order Management,Telecom,Order -> Fulfillment -> Case Update,Regression,Search Telecom ServiceNow Order Management,User has ServiceNow access and Telecom test data exists,"1. Open Order Management.
2. Execute: Order -> Fulfillment -> Case Update.
3. Perform validation and confirm outcome.","Order -> Fulfillment -> Case Update completes with correct state, audit trail, and notifications",High,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00052,ServiceNow,Order Management,Retail,Case -> Agent Workspace -> Knowledge -> Resolution,Regression,Assign Retail ServiceNow Order Management,User has ServiceNow access and Retail test data exists,"1. Open Order Management.
2. Execute: Case -> Agent Workspace -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Case -> Agent Workspace -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Low,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00053,ServiceNow,Order Management,Retail,Portal -> Case Create -> Assignment -> Closure,Integration,Update Retail ServiceNow Order Management,User has ServiceNow access and Retail test data exists,"1. Open Order Management.
2. Execute: Portal -> Case Create -> Assignment -> Closure.
3. Perform validation and confirm outcome.","Portal -> Case Create -> Assignment -> Closure completes with correct state, audit trail, and notifications",Medium,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00054,ServiceNow,Order Management,Retail,Order -> Fulfillment -> Case Update,Integration,Resolve Retail ServiceNow Order Management,User has ServiceNow access and Retail test data exists,"1. Open Order Management.
2. Execute: Order -> Fulfillment -> Case Update.
3. Perform validation and confirm outcome.","Order -> Fulfillment -> Case Update completes with correct state, audit trail, and notifications",High,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00055,ServiceNow,Order Management,Healthcare,Case -> Agent Workspace -> Knowledge -> Resolution,Functional,Edit Healthcare ServiceNow Order Management,User has ServiceNow access and Healthcare test data exists,"1. Open Order Management.
2. Execute: Case -> Agent Workspace -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Case -> Agent Workspace -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Medium,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-CSM-00056,ServiceNow,Order Management,Healthcare,Portal -> Case Create -> Assignment -> Closure,Regression,Update Healthcare ServiceNow Order Management,User has ServiceNow access and Healthcare test data exists,"1. Open Order Management.
2. Execute: Portal -> Case Create -> Assignment -> Closure.
3. Perform validation and confirm outcome.","Portal -> Case Create -> Assignment -> Closure completes with correct state, audit trail, and notifications",High,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
