Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
WD-HCM-00011,Workday,HCM,Core HCM,Retail,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Edit Retail Workday Core HCM,Workday access is provisioned and Retail test data exists,"1. Open Workday Core HCM.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00012,Workday,HCM,Core HCM,Retail,Integration Load -> Validate -> Error Handling -> Reprocess,Accessibility,Edit Retail Workday Core HCM,Workday access is provisioned and Retail test data exists,"1. Open Workday Core HCM.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00013,Workday,HCM,Core HCM,Retail,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Export Retail Workday Core HCM,Workday access is provisioned and Retail test data exists,"1. Open Workday Core HCM.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00014,Workday,HCM,Core HCM,Retail,Budget -> Expense -> Journal -> Dashboard,Security,Route Retail Workday Core HCM,Workday access is provisioned and Retail test data exists,"1. Open Workday Core HCM.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00015,Workday,HCM,Core HCM,Healthcare,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Create Healthcare Workday Core HCM,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Core HCM.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00016,Workday,HCM,Core HCM,Healthcare,Employee Life Event -> Benefits -> Payroll -> Reporting,Security,Route Healthcare Workday Core HCM,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Core HCM.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00017,Workday,HCM,Core HCM,Healthcare,Expense Submit -> Approval -> Accounting -> Reimbursement,UI,Export Healthcare Workday Core HCM,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Core HCM.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00018,Workday,HCM,Core HCM,Healthcare,Supplier Invoice -> Matching -> Approval -> Payment,UI,Export Healthcare Workday Core HCM,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Core HCM.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00019,Workday,HCM,Core HCM,Healthcare,Integration Load -> Validate -> Error Handling -> Reprocess,Data Migration,Update Healthcare Workday Core HCM,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Core HCM.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00020,Workday,HCM,Core HCM,Healthcare,Recruiting -> Hire -> Onboard -> Time -> Payroll,Functional,Route Healthcare Workday Core HCM,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Core HCM.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00021,Workday,HCM,Core HCM,Healthcare,Budget -> Expense -> Journal -> Dashboard,Integration,Create Healthcare Workday Core HCM,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Core HCM.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00022,Workday,HCM,Core HCM,Manufacturing,Requisition -> Offer -> Hire -> Onboard -> Payroll,UI,Create Manufacturing Workday Core HCM,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Core HCM.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00023,Workday,HCM,Core HCM,Manufacturing,Employee Life Event -> Benefits -> Payroll -> Reporting,Accessibility,Edit Manufacturing Workday Core HCM,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Core HCM.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00024,Workday,HCM,Core HCM,Manufacturing,Expense Submit -> Approval -> Accounting -> Reimbursement,Workflow,Edit Manufacturing Workday Core HCM,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Core HCM.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00025,Workday,HCM,Core HCM,Manufacturing,Supplier Invoice -> Matching -> Approval -> Payment,Performance,Sync Manufacturing Workday Core HCM,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Core HCM.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00026,Workday,HCM,Core HCM,Manufacturing,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Review Manufacturing Workday Core HCM,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Core HCM.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00027,Workday,HCM,Core HCM,Manufacturing,Recruiting -> Hire -> Onboard -> Time -> Payroll,UI,Submit Manufacturing Workday Core HCM,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Core HCM.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00028,Workday,HCM,Core HCM,Manufacturing,Budget -> Expense -> Journal -> Dashboard,Data Migration,Create Manufacturing Workday Core HCM,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Core HCM.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00029,Workday,HCM,Core HCM,Education,Requisition -> Offer -> Hire -> Onboard -> Payroll,Workflow,Edit Education Workday Core HCM,Workday access is provisioned and Education test data exists,"1. Open Workday Core HCM.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00030,Workday,HCM,Core HCM,Education,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Import Education Workday Core HCM,Workday access is provisioned and Education test data exists,"1. Open Workday Core HCM.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00031,Workday,HCM,Core HCM,Education,Expense Submit -> Approval -> Accounting -> Reimbursement,Accessibility,Sync Education Workday Core HCM,Workday access is provisioned and Education test data exists,"1. Open Workday Core HCM.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00032,Workday,HCM,Core HCM,Education,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Review Education Workday Core HCM,Workday access is provisioned and Education test data exists,"1. Open Workday Core HCM.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00033,Workday,HCM,Core HCM,Education,Integration Load -> Validate -> Error Handling -> Reprocess,Workflow,Approve Education Workday Core HCM,Workday access is provisioned and Education test data exists,"1. Open Workday Core HCM.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00034,Workday,HCM,Core HCM,Education,Recruiting -> Hire -> Onboard -> Time -> Payroll,Regression,Import Education Workday Core HCM,Workday access is provisioned and Education test data exists,"1. Open Workday Core HCM.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00035,Workday,HCM,Core HCM,Education,Budget -> Expense -> Journal -> Dashboard,Data Migration,Review Education Workday Core HCM,Workday access is provisioned and Education test data exists,"1. Open Workday Core HCM.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00036,Workday,HCM,Core HCM,Nonprofit,Requisition -> Offer -> Hire -> Onboard -> Payroll,Mobile,Review Nonprofit Workday Core HCM,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Core HCM.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00037,Workday,HCM,Core HCM,Nonprofit,Employee Life Event -> Benefits -> Payroll -> Reporting,UI,Close Nonprofit Workday Core HCM,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Core HCM.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00038,Workday,HCM,Core HCM,Nonprofit,Expense Submit -> Approval -> Accounting -> Reimbursement,Workflow,Validate Nonprofit Workday Core HCM,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Core HCM.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00039,Workday,HCM,Core HCM,Nonprofit,Supplier Invoice -> Matching -> Approval -> Payment,Integration,Submit Nonprofit Workday Core HCM,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Core HCM.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00040,Workday,HCM,Core HCM,Nonprofit,Integration Load -> Validate -> Error Handling -> Reprocess,Accessibility,Edit Nonprofit Workday Core HCM,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Core HCM.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00041,Workday,HCM,Core HCM,Nonprofit,Recruiting -> Hire -> Onboard -> Time -> Payroll,Workflow,Submit Nonprofit Workday Core HCM,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Core HCM.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00042,Workday,HCM,Core HCM,Nonprofit,Budget -> Expense -> Journal -> Dashboard,Accessibility,Import Nonprofit Workday Core HCM,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Core HCM.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00043,Workday,HCM,Core HCM,Financial Services,Requisition -> Offer -> Hire -> Onboard -> Payroll,Data Migration,Route Financial Services Workday Core HCM,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Core HCM.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00044,Workday,HCM,Core HCM,Financial Services,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Close Financial Services Workday Core HCM,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Core HCM.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00045,Workday,HCM,Core HCM,Financial Services,Expense Submit -> Approval -> Accounting -> Reimbursement,Functional,Edit Financial Services Workday Core HCM,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Core HCM.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00046,Workday,HCM,Core HCM,Financial Services,Supplier Invoice -> Matching -> Approval -> Payment,Mobile,Reject Financial Services Workday Core HCM,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Core HCM.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00047,Workday,HCM,Core HCM,Financial Services,Integration Load -> Validate -> Error Handling -> Reprocess,Functional,Edit Financial Services Workday Core HCM,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Core HCM.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00048,Workday,HCM,Core HCM,Financial Services,Recruiting -> Hire -> Onboard -> Time -> Payroll,Accessibility,Reject Financial Services Workday Core HCM,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Core HCM.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00049,Workday,HCM,Core HCM,Financial Services,Budget -> Expense -> Journal -> Dashboard,Performance,Close Financial Services Workday Core HCM,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Core HCM.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00050,Workday,HCM,Core HCM,Technology,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Route Technology Workday Core HCM,Workday access is provisioned and Technology test data exists,"1. Open Workday Core HCM.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00051,Workday,HCM,Core HCM,Technology,Employee Life Event -> Benefits -> Payroll -> Reporting,Regression,Close Technology Workday Core HCM,Workday access is provisioned and Technology test data exists,"1. Open Workday Core HCM.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00052,Workday,HCM,Core HCM,Technology,Expense Submit -> Approval -> Accounting -> Reimbursement,Functional,Sync Technology Workday Core HCM,Workday access is provisioned and Technology test data exists,"1. Open Workday Core HCM.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00053,Workday,HCM,Core HCM,Technology,Supplier Invoice -> Matching -> Approval -> Payment,Performance,Submit Technology Workday Core HCM,Workday access is provisioned and Technology test data exists,"1. Open Workday Core HCM.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00054,Workday,HCM,Core HCM,Technology,Integration Load -> Validate -> Error Handling -> Reprocess,Functional,Close Technology Workday Core HCM,Workday access is provisioned and Technology test data exists,"1. Open Workday Core HCM.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
