Test Case ID,Platform,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
DYN-M36-00011,Dynamics365,m365,Teams,Healthcare,Draft -> Review -> Publish -> Archive,Accessibility,Create Healthcare Dynamics365 Teams,User has Dynamics365 access and Healthcare data exists,"1. Open Teams.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00012,Dynamics365,m365,Teams,Healthcare,Configure -> Execute -> Verify -> Close,Regression,Update Healthcare Dynamics365 Teams,User has Dynamics365 access and Healthcare data exists,"1. Open Teams.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00013,Dynamics365,m365,Teams,Professional Services,Create -> Approve -> Post -> Report,Accessibility,Restore Professional Services Dynamics365 Teams,User has Dynamics365 access and Professional Services data exists,"1. Open Teams.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00014,Dynamics365,m365,Teams,Professional Services,Submit -> Validate -> Approve -> Complete,UI,Update Professional Services Dynamics365 Teams,User has Dynamics365 access and Professional Services data exists,"1. Open Teams.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00015,Dynamics365,m365,Teams,Professional Services,Draft -> Review -> Publish -> Archive,Security,Reject Professional Services Dynamics365 Teams,User has Dynamics365 access and Professional Services data exists,"1. Open Teams.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00016,Dynamics365,m365,Teams,Professional Services,Configure -> Execute -> Verify -> Close,Accessibility,Delete Professional Services Dynamics365 Teams,User has Dynamics365 access and Professional Services data exists,"1. Open Teams.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00017,Dynamics365,m365,Teams,Public Sector,Create -> Approve -> Post -> Report,Workflow,Reject Public Sector Dynamics365 Teams,User has Dynamics365 access and Public Sector data exists,"1. Open Teams.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00018,Dynamics365,m365,Teams,Public Sector,Submit -> Validate -> Approve -> Complete,Integration,Restore Public Sector Dynamics365 Teams,User has Dynamics365 access and Public Sector data exists,"1. Open Teams.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00019,Dynamics365,m365,Teams,Public Sector,Draft -> Review -> Publish -> Archive,Accessibility,Edit Public Sector Dynamics365 Teams,User has Dynamics365 access and Public Sector data exists,"1. Open Teams.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00020,Dynamics365,m365,Teams,Public Sector,Configure -> Execute -> Verify -> Close,Workflow,Submit Public Sector Dynamics365 Teams,User has Dynamics365 access and Public Sector data exists,"1. Open Teams.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00021,Dynamics365,m365,Teams,Finance,Create -> Approve -> Post -> Report,Integration,Edit Finance Dynamics365 Teams,User has Dynamics365 access and Finance data exists,"1. Open Teams.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00022,Dynamics365,m365,Teams,Finance,Submit -> Validate -> Approve -> Complete,Accessibility,Create Finance Dynamics365 Teams,User has Dynamics365 access and Finance data exists,"1. Open Teams.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00023,Dynamics365,m365,Teams,Finance,Draft -> Review -> Publish -> Archive,Security,Reject Finance Dynamics365 Teams,User has Dynamics365 access and Finance data exists,"1. Open Teams.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00024,Dynamics365,m365,Teams,Finance,Configure -> Execute -> Verify -> Close,Functional,Update Finance Dynamics365 Teams,User has Dynamics365 access and Finance data exists,"1. Open Teams.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00025,Dynamics365,m365,Teams,Technology,Create -> Approve -> Post -> Report,Functional,Escalate Technology Dynamics365 Teams,User has Dynamics365 access and Technology data exists,"1. Open Teams.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00026,Dynamics365,m365,Teams,Technology,Submit -> Validate -> Approve -> Complete,Workflow,Escalate Technology Dynamics365 Teams,User has Dynamics365 access and Technology data exists,"1. Open Teams.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00027,Dynamics365,m365,Teams,Technology,Draft -> Review -> Publish -> Archive,Regression,Route Technology Dynamics365 Teams,User has Dynamics365 access and Technology data exists,"1. Open Teams.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00028,Dynamics365,m365,Teams,Technology,Configure -> Execute -> Verify -> Close,Functional,Edit Technology Dynamics365 Teams,User has Dynamics365 access and Technology data exists,"1. Open Teams.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00029,Dynamics365,m365,Outlook,Retail,Create -> Approve -> Post -> Report,Workflow,Route Retail Dynamics365 Outlook,User has Dynamics365 access and Retail data exists,"1. Open Outlook.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00030,Dynamics365,m365,Outlook,Retail,Submit -> Validate -> Approve -> Complete,Security,Route Retail Dynamics365 Outlook,User has Dynamics365 access and Retail data exists,"1. Open Outlook.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00031,Dynamics365,m365,Outlook,Retail,Draft -> Review -> Publish -> Archive,Workflow,Create Retail Dynamics365 Outlook,User has Dynamics365 access and Retail data exists,"1. Open Outlook.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00032,Dynamics365,m365,Outlook,Retail,Configure -> Execute -> Verify -> Close,Functional,Escalate Retail Dynamics365 Outlook,User has Dynamics365 access and Retail data exists,"1. Open Outlook.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00033,Dynamics365,m365,Outlook,Manufacturing,Create -> Approve -> Post -> Report,Performance,Submit Manufacturing Dynamics365 Outlook,User has Dynamics365 access and Manufacturing data exists,"1. Open Outlook.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00034,Dynamics365,m365,Outlook,Manufacturing,Submit -> Validate -> Approve -> Complete,Workflow,Restore Manufacturing Dynamics365 Outlook,User has Dynamics365 access and Manufacturing data exists,"1. Open Outlook.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00035,Dynamics365,m365,Outlook,Manufacturing,Draft -> Review -> Publish -> Archive,Workflow,Escalate Manufacturing Dynamics365 Outlook,User has Dynamics365 access and Manufacturing data exists,"1. Open Outlook.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00036,Dynamics365,m365,Outlook,Manufacturing,Configure -> Execute -> Verify -> Close,Security,Submit Manufacturing Dynamics365 Outlook,User has Dynamics365 access and Manufacturing data exists,"1. Open Outlook.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00037,Dynamics365,m365,Outlook,Healthcare,Create -> Approve -> Post -> Report,Performance,Validate Healthcare Dynamics365 Outlook,User has Dynamics365 access and Healthcare data exists,"1. Open Outlook.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00038,Dynamics365,m365,Outlook,Healthcare,Submit -> Validate -> Approve -> Complete,Regression,Edit Healthcare Dynamics365 Outlook,User has Dynamics365 access and Healthcare data exists,"1. Open Outlook.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00039,Dynamics365,m365,Outlook,Healthcare,Draft -> Review -> Publish -> Archive,Regression,Restore Healthcare Dynamics365 Outlook,User has Dynamics365 access and Healthcare data exists,"1. Open Outlook.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00040,Dynamics365,m365,Outlook,Healthcare,Configure -> Execute -> Verify -> Close,UI,Create Healthcare Dynamics365 Outlook,User has Dynamics365 access and Healthcare data exists,"1. Open Outlook.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00041,Dynamics365,m365,Outlook,Professional Services,Create -> Approve -> Post -> Report,Integration,Delete Professional Services Dynamics365 Outlook,User has Dynamics365 access and Professional Services data exists,"1. Open Outlook.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00042,Dynamics365,m365,Outlook,Professional Services,Submit -> Validate -> Approve -> Complete,Security,Validate Professional Services Dynamics365 Outlook,User has Dynamics365 access and Professional Services data exists,"1. Open Outlook.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00043,Dynamics365,m365,Outlook,Professional Services,Draft -> Review -> Publish -> Archive,Regression,Clone Professional Services Dynamics365 Outlook,User has Dynamics365 access and Professional Services data exists,"1. Open Outlook.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00044,Dynamics365,m365,Outlook,Professional Services,Configure -> Execute -> Verify -> Close,Regression,Search Professional Services Dynamics365 Outlook,User has Dynamics365 access and Professional Services data exists,"1. Open Outlook.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00045,Dynamics365,m365,Outlook,Public Sector,Create -> Approve -> Post -> Report,Workflow,Approve Public Sector Dynamics365 Outlook,User has Dynamics365 access and Public Sector data exists,"1. Open Outlook.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00046,Dynamics365,m365,Outlook,Public Sector,Submit -> Validate -> Approve -> Complete,Integration,Submit Public Sector Dynamics365 Outlook,User has Dynamics365 access and Public Sector data exists,"1. Open Outlook.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00047,Dynamics365,m365,Outlook,Public Sector,Draft -> Review -> Publish -> Archive,Accessibility,Delete Public Sector Dynamics365 Outlook,User has Dynamics365 access and Public Sector data exists,"1. Open Outlook.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00048,Dynamics365,m365,Outlook,Public Sector,Configure -> Execute -> Verify -> Close,Functional,Route Public Sector Dynamics365 Outlook,User has Dynamics365 access and Public Sector data exists,"1. Open Outlook.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00049,Dynamics365,m365,Outlook,Finance,Create -> Approve -> Post -> Report,Security,Approve Finance Dynamics365 Outlook,User has Dynamics365 access and Finance data exists,"1. Open Outlook.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00050,Dynamics365,m365,Outlook,Finance,Submit -> Validate -> Approve -> Complete,Security,Search Finance Dynamics365 Outlook,User has Dynamics365 access and Finance data exists,"1. Open Outlook.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00051,Dynamics365,m365,Outlook,Finance,Draft -> Review -> Publish -> Archive,UI,Reject Finance Dynamics365 Outlook,User has Dynamics365 access and Finance data exists,"1. Open Outlook.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00052,Dynamics365,m365,Outlook,Finance,Configure -> Execute -> Verify -> Close,Functional,Route Finance Dynamics365 Outlook,User has Dynamics365 access and Finance data exists,"1. Open Outlook.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00053,Dynamics365,m365,Outlook,Technology,Create -> Approve -> Post -> Report,UI,Submit Technology Dynamics365 Outlook,User has Dynamics365 access and Technology data exists,"1. Open Outlook.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00054,Dynamics365,m365,Outlook,Technology,Submit -> Validate -> Approve -> Complete,UI,Route Technology Dynamics365 Outlook,User has Dynamics365 access and Technology data exists,"1. Open Outlook.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00055,Dynamics365,m365,Outlook,Technology,Draft -> Review -> Publish -> Archive,Functional,Approve Technology Dynamics365 Outlook,User has Dynamics365 access and Technology data exists,"1. Open Outlook.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00056,Dynamics365,m365,Outlook,Technology,Configure -> Execute -> Verify -> Close,Accessibility,Archive Technology Dynamics365 Outlook,User has Dynamics365 access and Technology data exists,"1. Open Outlook.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00057,Dynamics365,m365,SharePoint,Retail,Create -> Approve -> Post -> Report,UI,Update Retail Dynamics365 SharePoint,User has Dynamics365 access and Retail data exists,"1. Open SharePoint.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00058,Dynamics365,m365,SharePoint,Retail,Submit -> Validate -> Approve -> Complete,Security,Update Retail Dynamics365 SharePoint,User has Dynamics365 access and Retail data exists,"1. Open SharePoint.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00059,Dynamics365,m365,SharePoint,Retail,Draft -> Review -> Publish -> Archive,Integration,Submit Retail Dynamics365 SharePoint,User has Dynamics365 access and Retail data exists,"1. Open SharePoint.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00060,Dynamics365,m365,SharePoint,Retail,Configure -> Execute -> Verify -> Close,UI,Validate Retail Dynamics365 SharePoint,User has Dynamics365 access and Retail data exists,"1. Open SharePoint.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
