Test Case ID,Platform,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
DYN-CUS-00012,Dynamics365,customer_service,Cases,Healthcare,Configure -> Execute -> Verify -> Close,Workflow,Update Healthcare Dynamics365 Cases,User has Dynamics365 access and Healthcare data exists,"1. Open Cases.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00013,Dynamics365,customer_service,Cases,Professional Services,Create -> Approve -> Post -> Report,Performance,Validate Professional Services Dynamics365 Cases,User has Dynamics365 access and Professional Services data exists,"1. Open Cases.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00014,Dynamics365,customer_service,Cases,Professional Services,Submit -> Validate -> Approve -> Complete,Security,Clone Professional Services Dynamics365 Cases,User has Dynamics365 access and Professional Services data exists,"1. Open Cases.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00015,Dynamics365,customer_service,Cases,Professional Services,Draft -> Review -> Publish -> Archive,UI,Route Professional Services Dynamics365 Cases,User has Dynamics365 access and Professional Services data exists,"1. Open Cases.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00016,Dynamics365,customer_service,Cases,Professional Services,Configure -> Execute -> Verify -> Close,Performance,Escalate Professional Services Dynamics365 Cases,User has Dynamics365 access and Professional Services data exists,"1. Open Cases.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00017,Dynamics365,customer_service,Cases,Public Sector,Create -> Approve -> Post -> Report,Functional,Update Public Sector Dynamics365 Cases,User has Dynamics365 access and Public Sector data exists,"1. Open Cases.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00018,Dynamics365,customer_service,Cases,Public Sector,Submit -> Validate -> Approve -> Complete,Workflow,Approve Public Sector Dynamics365 Cases,User has Dynamics365 access and Public Sector data exists,"1. Open Cases.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00019,Dynamics365,customer_service,Cases,Public Sector,Draft -> Review -> Publish -> Archive,Integration,Clone Public Sector Dynamics365 Cases,User has Dynamics365 access and Public Sector data exists,"1. Open Cases.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00020,Dynamics365,customer_service,Cases,Public Sector,Configure -> Execute -> Verify -> Close,Workflow,Delete Public Sector Dynamics365 Cases,User has Dynamics365 access and Public Sector data exists,"1. Open Cases.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00021,Dynamics365,customer_service,Cases,Finance,Create -> Approve -> Post -> Report,Integration,Restore Finance Dynamics365 Cases,User has Dynamics365 access and Finance data exists,"1. Open Cases.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00022,Dynamics365,customer_service,Cases,Finance,Submit -> Validate -> Approve -> Complete,Accessibility,Approve Finance Dynamics365 Cases,User has Dynamics365 access and Finance data exists,"1. Open Cases.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00023,Dynamics365,customer_service,Cases,Finance,Draft -> Review -> Publish -> Archive,Regression,Edit Finance Dynamics365 Cases,User has Dynamics365 access and Finance data exists,"1. Open Cases.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00024,Dynamics365,customer_service,Cases,Finance,Configure -> Execute -> Verify -> Close,Functional,Restore Finance Dynamics365 Cases,User has Dynamics365 access and Finance data exists,"1. Open Cases.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00025,Dynamics365,customer_service,Cases,Technology,Create -> Approve -> Post -> Report,Integration,Archive Technology Dynamics365 Cases,User has Dynamics365 access and Technology data exists,"1. Open Cases.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00026,Dynamics365,customer_service,Cases,Technology,Submit -> Validate -> Approve -> Complete,Performance,Reject Technology Dynamics365 Cases,User has Dynamics365 access and Technology data exists,"1. Open Cases.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00027,Dynamics365,customer_service,Cases,Technology,Draft -> Review -> Publish -> Archive,Integration,Restore Technology Dynamics365 Cases,User has Dynamics365 access and Technology data exists,"1. Open Cases.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00028,Dynamics365,customer_service,Cases,Technology,Configure -> Execute -> Verify -> Close,Functional,Archive Technology Dynamics365 Cases,User has Dynamics365 access and Technology data exists,"1. Open Cases.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00029,Dynamics365,customer_service,Knowledge,Retail,Create -> Approve -> Post -> Report,Security,Archive Retail Dynamics365 Knowledge,User has Dynamics365 access and Retail data exists,"1. Open Knowledge.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00030,Dynamics365,customer_service,Knowledge,Retail,Submit -> Validate -> Approve -> Complete,Workflow,Submit Retail Dynamics365 Knowledge,User has Dynamics365 access and Retail data exists,"1. Open Knowledge.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00031,Dynamics365,customer_service,Knowledge,Retail,Draft -> Review -> Publish -> Archive,UI,Validate Retail Dynamics365 Knowledge,User has Dynamics365 access and Retail data exists,"1. Open Knowledge.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00032,Dynamics365,customer_service,Knowledge,Retail,Configure -> Execute -> Verify -> Close,Functional,Clone Retail Dynamics365 Knowledge,User has Dynamics365 access and Retail data exists,"1. Open Knowledge.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00033,Dynamics365,customer_service,Knowledge,Manufacturing,Create -> Approve -> Post -> Report,Integration,Approve Manufacturing Dynamics365 Knowledge,User has Dynamics365 access and Manufacturing data exists,"1. Open Knowledge.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00034,Dynamics365,customer_service,Knowledge,Manufacturing,Submit -> Validate -> Approve -> Complete,UI,Reject Manufacturing Dynamics365 Knowledge,User has Dynamics365 access and Manufacturing data exists,"1. Open Knowledge.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00035,Dynamics365,customer_service,Knowledge,Manufacturing,Draft -> Review -> Publish -> Archive,Regression,Submit Manufacturing Dynamics365 Knowledge,User has Dynamics365 access and Manufacturing data exists,"1. Open Knowledge.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00036,Dynamics365,customer_service,Knowledge,Manufacturing,Configure -> Execute -> Verify -> Close,Workflow,Create Manufacturing Dynamics365 Knowledge,User has Dynamics365 access and Manufacturing data exists,"1. Open Knowledge.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00037,Dynamics365,customer_service,Knowledge,Healthcare,Create -> Approve -> Post -> Report,Integration,Clone Healthcare Dynamics365 Knowledge,User has Dynamics365 access and Healthcare data exists,"1. Open Knowledge.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00038,Dynamics365,customer_service,Knowledge,Healthcare,Submit -> Validate -> Approve -> Complete,Security,Reject Healthcare Dynamics365 Knowledge,User has Dynamics365 access and Healthcare data exists,"1. Open Knowledge.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00039,Dynamics365,customer_service,Knowledge,Healthcare,Draft -> Review -> Publish -> Archive,UI,Archive Healthcare Dynamics365 Knowledge,User has Dynamics365 access and Healthcare data exists,"1. Open Knowledge.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00040,Dynamics365,customer_service,Knowledge,Healthcare,Configure -> Execute -> Verify -> Close,Functional,Validate Healthcare Dynamics365 Knowledge,User has Dynamics365 access and Healthcare data exists,"1. Open Knowledge.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00041,Dynamics365,customer_service,Knowledge,Professional Services,Create -> Approve -> Post -> Report,Accessibility,Route Professional Services Dynamics365 Knowledge,User has Dynamics365 access and Professional Services data exists,"1. Open Knowledge.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00042,Dynamics365,customer_service,Knowledge,Professional Services,Submit -> Validate -> Approve -> Complete,UI,Reject Professional Services Dynamics365 Knowledge,User has Dynamics365 access and Professional Services data exists,"1. Open Knowledge.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00043,Dynamics365,customer_service,Knowledge,Professional Services,Draft -> Review -> Publish -> Archive,Security,Submit Professional Services Dynamics365 Knowledge,User has Dynamics365 access and Professional Services data exists,"1. Open Knowledge.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00044,Dynamics365,customer_service,Knowledge,Professional Services,Configure -> Execute -> Verify -> Close,Functional,Search Professional Services Dynamics365 Knowledge,User has Dynamics365 access and Professional Services data exists,"1. Open Knowledge.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00045,Dynamics365,customer_service,Knowledge,Public Sector,Create -> Approve -> Post -> Report,Accessibility,Restore Public Sector Dynamics365 Knowledge,User has Dynamics365 access and Public Sector data exists,"1. Open Knowledge.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00046,Dynamics365,customer_service,Knowledge,Public Sector,Submit -> Validate -> Approve -> Complete,Accessibility,Restore Public Sector Dynamics365 Knowledge,User has Dynamics365 access and Public Sector data exists,"1. Open Knowledge.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00047,Dynamics365,customer_service,Knowledge,Public Sector,Draft -> Review -> Publish -> Archive,Integration,Search Public Sector Dynamics365 Knowledge,User has Dynamics365 access and Public Sector data exists,"1. Open Knowledge.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00048,Dynamics365,customer_service,Knowledge,Public Sector,Configure -> Execute -> Verify -> Close,UI,Restore Public Sector Dynamics365 Knowledge,User has Dynamics365 access and Public Sector data exists,"1. Open Knowledge.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00049,Dynamics365,customer_service,Knowledge,Finance,Create -> Approve -> Post -> Report,Integration,Clone Finance Dynamics365 Knowledge,User has Dynamics365 access and Finance data exists,"1. Open Knowledge.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00050,Dynamics365,customer_service,Knowledge,Finance,Submit -> Validate -> Approve -> Complete,Integration,Create Finance Dynamics365 Knowledge,User has Dynamics365 access and Finance data exists,"1. Open Knowledge.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00051,Dynamics365,customer_service,Knowledge,Finance,Draft -> Review -> Publish -> Archive,Integration,Route Finance Dynamics365 Knowledge,User has Dynamics365 access and Finance data exists,"1. Open Knowledge.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00052,Dynamics365,customer_service,Knowledge,Finance,Configure -> Execute -> Verify -> Close,Functional,Clone Finance Dynamics365 Knowledge,User has Dynamics365 access and Finance data exists,"1. Open Knowledge.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00053,Dynamics365,customer_service,Knowledge,Technology,Create -> Approve -> Post -> Report,Performance,Approve Technology Dynamics365 Knowledge,User has Dynamics365 access and Technology data exists,"1. Open Knowledge.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00054,Dynamics365,customer_service,Knowledge,Technology,Submit -> Validate -> Approve -> Complete,Security,Restore Technology Dynamics365 Knowledge,User has Dynamics365 access and Technology data exists,"1. Open Knowledge.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00055,Dynamics365,customer_service,Knowledge,Technology,Draft -> Review -> Publish -> Archive,Security,Delete Technology Dynamics365 Knowledge,User has Dynamics365 access and Technology data exists,"1. Open Knowledge.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00056,Dynamics365,customer_service,Knowledge,Technology,Configure -> Execute -> Verify -> Close,Security,Create Technology Dynamics365 Knowledge,User has Dynamics365 access and Technology data exists,"1. Open Knowledge.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00057,Dynamics365,customer_service,Omnichannel,Retail,Create -> Approve -> Post -> Report,Regression,Restore Retail Dynamics365 Omnichannel,User has Dynamics365 access and Retail data exists,"1. Open Omnichannel.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00058,Dynamics365,customer_service,Omnichannel,Retail,Submit -> Validate -> Approve -> Complete,Security,Clone Retail Dynamics365 Omnichannel,User has Dynamics365 access and Retail data exists,"1. Open Omnichannel.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-CUS-00059,Dynamics365,customer_service,Omnichannel,Retail,Draft -> Review -> Publish -> Archive,Integration,Approve Retail Dynamics365 Omnichannel,User has Dynamics365 access and Retail data exists,"1. Open Omnichannel.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
