Test Case ID,Platform,Suite,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
VV-COM-00029,Veeva,Commercial,Vault CRM,Manufacturing,Plan -> Execute -> Verify -> Close -> Audit,UI,Reject Manufacturing Veeva Vault CRM,User has Veeva access and Manufacturing data is available,"1. Open Vault CRM.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00030,Veeva,Commercial,Vault CRM,Manufacturing,Content -> Approval -> HCP Delivery -> Analytics,Accessibility,Escalate Manufacturing Veeva Vault CRM,User has Veeva access and Manufacturing data is available,"1. Open Vault CRM.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00031,Veeva,Commercial,PromoMats,Pharma,Setup -> Review -> Approve -> Publish -> Archive,Functional,Search Pharma Veeva PromoMats,User has Veeva access and Pharma data is available,"1. Open PromoMats.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00032,Veeva,Commercial,PromoMats,Pharma,Create -> Submit -> Approve -> Release -> Monitor,Integration,Clone Pharma Veeva PromoMats,User has Veeva access and Pharma data is available,"1. Open PromoMats.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00033,Veeva,Commercial,PromoMats,Pharma,Author -> Review -> Sign -> Distribute -> Track,Performance,Restore Pharma Veeva PromoMats,User has Veeva access and Pharma data is available,"1. Open PromoMats.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00034,Veeva,Commercial,PromoMats,Pharma,Plan -> Execute -> Verify -> Close -> Audit,Accessibility,Route Pharma Veeva PromoMats,User has Veeva access and Pharma data is available,"1. Open PromoMats.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00035,Veeva,Commercial,PromoMats,Pharma,Content -> Approval -> HCP Delivery -> Analytics,Accessibility,Delete Pharma Veeva PromoMats,User has Veeva access and Pharma data is available,"1. Open PromoMats.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00036,Veeva,Commercial,PromoMats,Biotech,Setup -> Review -> Approve -> Publish -> Archive,Accessibility,Search Biotech Veeva PromoMats,User has Veeva access and Biotech data is available,"1. Open PromoMats.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00037,Veeva,Commercial,PromoMats,Biotech,Create -> Submit -> Approve -> Release -> Monitor,Workflow,Update Biotech Veeva PromoMats,User has Veeva access and Biotech data is available,"1. Open PromoMats.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00038,Veeva,Commercial,PromoMats,Biotech,Author -> Review -> Sign -> Distribute -> Track,Integration,Approve Biotech Veeva PromoMats,User has Veeva access and Biotech data is available,"1. Open PromoMats.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00039,Veeva,Commercial,PromoMats,Biotech,Plan -> Execute -> Verify -> Close -> Audit,Regression,Validate Biotech Veeva PromoMats,User has Veeva access and Biotech data is available,"1. Open PromoMats.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00040,Veeva,Commercial,PromoMats,Biotech,Content -> Approval -> HCP Delivery -> Analytics,Regression,Route Biotech Veeva PromoMats,User has Veeva access and Biotech data is available,"1. Open PromoMats.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00041,Veeva,Commercial,PromoMats,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,Functional,Create Medical Devices Veeva PromoMats,User has Veeva access and Medical Devices data is available,"1. Open PromoMats.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00042,Veeva,Commercial,PromoMats,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,Data Migration,Validate Medical Devices Veeva PromoMats,User has Veeva access and Medical Devices data is available,"1. Open PromoMats.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00043,Veeva,Commercial,PromoMats,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,Data Migration,Edit Medical Devices Veeva PromoMats,User has Veeva access and Medical Devices data is available,"1. Open PromoMats.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00044,Veeva,Commercial,PromoMats,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,Data Migration,Edit Medical Devices Veeva PromoMats,User has Veeva access and Medical Devices data is available,"1. Open PromoMats.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00045,Veeva,Commercial,PromoMats,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Data Migration,Validate Medical Devices Veeva PromoMats,User has Veeva access and Medical Devices data is available,"1. Open PromoMats.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00046,Veeva,Commercial,PromoMats,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,Performance,Clone Consumer Health Veeva PromoMats,User has Veeva access and Consumer Health data is available,"1. Open PromoMats.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00047,Veeva,Commercial,PromoMats,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,Performance,Restore Consumer Health Veeva PromoMats,User has Veeva access and Consumer Health data is available,"1. Open PromoMats.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00048,Veeva,Commercial,PromoMats,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,Functional,Submit Consumer Health Veeva PromoMats,User has Veeva access and Consumer Health data is available,"1. Open PromoMats.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00049,Veeva,Commercial,PromoMats,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,Accessibility,Approve Consumer Health Veeva PromoMats,User has Veeva access and Consumer Health data is available,"1. Open PromoMats.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00050,Veeva,Commercial,PromoMats,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,Security,Edit Consumer Health Veeva PromoMats,User has Veeva access and Consumer Health data is available,"1. Open PromoMats.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00051,Veeva,Commercial,PromoMats,CRO,Setup -> Review -> Approve -> Publish -> Archive,Functional,Archive CRO Veeva PromoMats,User has Veeva access and CRO data is available,"1. Open PromoMats.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00052,Veeva,Commercial,PromoMats,CRO,Create -> Submit -> Approve -> Release -> Monitor,Functional,Search CRO Veeva PromoMats,User has Veeva access and CRO data is available,"1. Open PromoMats.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00053,Veeva,Commercial,PromoMats,CRO,Author -> Review -> Sign -> Distribute -> Track,Workflow,Edit CRO Veeva PromoMats,User has Veeva access and CRO data is available,"1. Open PromoMats.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00054,Veeva,Commercial,PromoMats,CRO,Plan -> Execute -> Verify -> Close -> Audit,Integration,Approve CRO Veeva PromoMats,User has Veeva access and CRO data is available,"1. Open PromoMats.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-COM-00055,Veeva,Commercial,PromoMats,CRO,Content -> Approval -> HCP Delivery -> Analytics,Data Migration,Reject CRO Veeva PromoMats,User has Veeva access and CRO data is available,"1. Open PromoMats.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
