Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
WD-E2E-00015,Workday,E2E,Hire to Pay,Healthcare,Requisition -> Offer -> Hire -> Onboard -> Payroll,Data Migration,Update Healthcare Workday Hire to Pay,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Hire to Pay.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00016,Workday,E2E,Hire to Pay,Healthcare,Employee Life Event -> Benefits -> Payroll -> Reporting,Workflow,Validate Healthcare Workday Hire to Pay,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Hire to Pay.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00017,Workday,E2E,Hire to Pay,Healthcare,Expense Submit -> Approval -> Accounting -> Reimbursement,Integration,Import Healthcare Workday Hire to Pay,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Hire to Pay.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00018,Workday,E2E,Hire to Pay,Healthcare,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Update Healthcare Workday Hire to Pay,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Hire to Pay.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00019,Workday,E2E,Hire to Pay,Healthcare,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Update Healthcare Workday Hire to Pay,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Hire to Pay.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00020,Workday,E2E,Hire to Pay,Healthcare,Recruiting -> Hire -> Onboard -> Time -> Payroll,UI,Submit Healthcare Workday Hire to Pay,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Hire to Pay.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00021,Workday,E2E,Hire to Pay,Healthcare,Budget -> Expense -> Journal -> Dashboard,Workflow,Approve Healthcare Workday Hire to Pay,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Hire to Pay.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00022,Workday,E2E,Hire to Pay,Manufacturing,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Validate Manufacturing Workday Hire to Pay,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Hire to Pay.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00023,Workday,E2E,Hire to Pay,Manufacturing,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Export Manufacturing Workday Hire to Pay,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Hire to Pay.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00024,Workday,E2E,Hire to Pay,Manufacturing,Expense Submit -> Approval -> Accounting -> Reimbursement,Functional,Validate Manufacturing Workday Hire to Pay,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Hire to Pay.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00025,Workday,E2E,Hire to Pay,Manufacturing,Supplier Invoice -> Matching -> Approval -> Payment,Performance,Review Manufacturing Workday Hire to Pay,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Hire to Pay.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00026,Workday,E2E,Hire to Pay,Manufacturing,Integration Load -> Validate -> Error Handling -> Reprocess,Performance,Update Manufacturing Workday Hire to Pay,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Hire to Pay.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00027,Workday,E2E,Hire to Pay,Manufacturing,Recruiting -> Hire -> Onboard -> Time -> Payroll,Mobile,Export Manufacturing Workday Hire to Pay,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Hire to Pay.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00028,Workday,E2E,Hire to Pay,Manufacturing,Budget -> Expense -> Journal -> Dashboard,Security,Validate Manufacturing Workday Hire to Pay,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Hire to Pay.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00029,Workday,E2E,Hire to Pay,Education,Requisition -> Offer -> Hire -> Onboard -> Payroll,Regression,Edit Education Workday Hire to Pay,Workday access is provisioned and Education test data exists,"1. Open Workday Hire to Pay.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00030,Workday,E2E,Hire to Pay,Education,Employee Life Event -> Benefits -> Payroll -> Reporting,UI,Approve Education Workday Hire to Pay,Workday access is provisioned and Education test data exists,"1. Open Workday Hire to Pay.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00031,Workday,E2E,Hire to Pay,Education,Expense Submit -> Approval -> Accounting -> Reimbursement,Integration,Reject Education Workday Hire to Pay,Workday access is provisioned and Education test data exists,"1. Open Workday Hire to Pay.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00032,Workday,E2E,Hire to Pay,Education,Supplier Invoice -> Matching -> Approval -> Payment,Regression,Import Education Workday Hire to Pay,Workday access is provisioned and Education test data exists,"1. Open Workday Hire to Pay.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00033,Workday,E2E,Hire to Pay,Education,Integration Load -> Validate -> Error Handling -> Reprocess,Mobile,Update Education Workday Hire to Pay,Workday access is provisioned and Education test data exists,"1. Open Workday Hire to Pay.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00034,Workday,E2E,Hire to Pay,Education,Recruiting -> Hire -> Onboard -> Time -> Payroll,Functional,Validate Education Workday Hire to Pay,Workday access is provisioned and Education test data exists,"1. Open Workday Hire to Pay.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00035,Workday,E2E,Hire to Pay,Education,Budget -> Expense -> Journal -> Dashboard,Performance,Validate Education Workday Hire to Pay,Workday access is provisioned and Education test data exists,"1. Open Workday Hire to Pay.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00036,Workday,E2E,Hire to Pay,Nonprofit,Requisition -> Offer -> Hire -> Onboard -> Payroll,Data Migration,Update Nonprofit Workday Hire to Pay,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Hire to Pay.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00037,Workday,E2E,Hire to Pay,Nonprofit,Employee Life Event -> Benefits -> Payroll -> Reporting,Data Migration,Import Nonprofit Workday Hire to Pay,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Hire to Pay.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00038,Workday,E2E,Hire to Pay,Nonprofit,Expense Submit -> Approval -> Accounting -> Reimbursement,Performance,Validate Nonprofit Workday Hire to Pay,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Hire to Pay.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00039,Workday,E2E,Hire to Pay,Nonprofit,Supplier Invoice -> Matching -> Approval -> Payment,Performance,Export Nonprofit Workday Hire to Pay,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Hire to Pay.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00040,Workday,E2E,Hire to Pay,Nonprofit,Integration Load -> Validate -> Error Handling -> Reprocess,Regression,Import Nonprofit Workday Hire to Pay,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Hire to Pay.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00041,Workday,E2E,Hire to Pay,Nonprofit,Recruiting -> Hire -> Onboard -> Time -> Payroll,Workflow,Route Nonprofit Workday Hire to Pay,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Hire to Pay.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00042,Workday,E2E,Hire to Pay,Nonprofit,Budget -> Expense -> Journal -> Dashboard,Integration,Create Nonprofit Workday Hire to Pay,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Hire to Pay.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00043,Workday,E2E,Hire to Pay,Financial Services,Requisition -> Offer -> Hire -> Onboard -> Payroll,Performance,Export Financial Services Workday Hire to Pay,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Hire to Pay.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00044,Workday,E2E,Hire to Pay,Financial Services,Employee Life Event -> Benefits -> Payroll -> Reporting,Regression,Reject Financial Services Workday Hire to Pay,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Hire to Pay.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00045,Workday,E2E,Hire to Pay,Financial Services,Expense Submit -> Approval -> Accounting -> Reimbursement,UI,Review Financial Services Workday Hire to Pay,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Hire to Pay.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00046,Workday,E2E,Hire to Pay,Financial Services,Supplier Invoice -> Matching -> Approval -> Payment,UI,Validate Financial Services Workday Hire to Pay,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Hire to Pay.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00047,Workday,E2E,Hire to Pay,Financial Services,Integration Load -> Validate -> Error Handling -> Reprocess,Mobile,Validate Financial Services Workday Hire to Pay,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Hire to Pay.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00048,Workday,E2E,Hire to Pay,Financial Services,Recruiting -> Hire -> Onboard -> Time -> Payroll,Performance,Sync Financial Services Workday Hire to Pay,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Hire to Pay.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00049,Workday,E2E,Hire to Pay,Financial Services,Budget -> Expense -> Journal -> Dashboard,UI,Reject Financial Services Workday Hire to Pay,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Hire to Pay.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00050,Workday,E2E,Hire to Pay,Technology,Requisition -> Offer -> Hire -> Onboard -> Payroll,UI,Validate Technology Workday Hire to Pay,Workday access is provisioned and Technology test data exists,"1. Open Workday Hire to Pay.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00051,Workday,E2E,Hire to Pay,Technology,Employee Life Event -> Benefits -> Payroll -> Reporting,Security,Update Technology Workday Hire to Pay,Workday access is provisioned and Technology test data exists,"1. Open Workday Hire to Pay.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00052,Workday,E2E,Hire to Pay,Technology,Expense Submit -> Approval -> Accounting -> Reimbursement,Mobile,Sync Technology Workday Hire to Pay,Workday access is provisioned and Technology test data exists,"1. Open Workday Hire to Pay.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00053,Workday,E2E,Hire to Pay,Technology,Supplier Invoice -> Matching -> Approval -> Payment,Security,Create Technology Workday Hire to Pay,Workday access is provisioned and Technology test data exists,"1. Open Workday Hire to Pay.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
