Test Case ID,Cloud,Module,Domain,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-FSC-00012,Financial Services,Person Account,Retail Banking,Integration,View Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform View action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",View Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Integration
SF-FSC-00013,Financial Services,Person Account,Retail Banking,Security,Edit Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Edit action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Edit Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Security
SF-FSC-00014,Financial Services,Person Account,Retail Banking,Security,Update Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Update action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Update Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Security
SF-FSC-00015,Financial Services,Person Account,Retail Banking,Security,Share Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Share action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Security
SF-FSC-00016,Financial Services,Person Account,Retail Banking,Compliance,Route Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Route action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Route Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Compliance
SF-FSC-00017,Financial Services,Person Account,Retail Banking,Compliance,Archive Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Archive action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Compliance
SF-FSC-00018,Financial Services,Person Account,Retail Banking,Compliance,Onboard Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Onboard action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Onboard Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Compliance
SF-FSC-00019,Financial Services,Person Account,Retail Banking,Performance,Reassign Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Reassign action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Performance
SF-FSC-00020,Financial Services,Person Account,Retail Banking,Performance,AML Flag Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform AML Flag action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Performance
SF-FSC-00021,Financial Services,Person Account,Retail Banking,Performance,Clone Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Clone action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Clone Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Performance
SF-FSC-00022,Financial Services,Person Account,Retail Banking,Data Migration,Edit Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Edit action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Edit Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Data Migration
SF-FSC-00023,Financial Services,Person Account,Retail Banking,Data Migration,Share Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Share action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Data Migration
SF-FSC-00024,Financial Services,Person Account,Retail Banking,Data Migration,KYC Verify Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform KYC Verify action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Data Migration
SF-FSC-00025,Financial Services,Person Account,Retail Banking,Mobile,Bulk Edit Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Bulk Edit action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Bulk Edit Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Mobile
SF-FSC-00026,Financial Services,Person Account,Retail Banking,Mobile,AML Flag Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform AML Flag action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Mobile
SF-FSC-00027,Financial Services,Person Account,Retail Banking,Mobile,Validate Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Validate action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Validate Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Mobile
SF-FSC-00028,Financial Services,Person Account,Retail Banking,Accessibility,AML Flag Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform AML Flag action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Accessibility
SF-FSC-00029,Financial Services,Person Account,Retail Banking,Accessibility,Archive Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Archive action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Accessibility
SF-FSC-00030,Financial Services,Person Account,Retail Banking,Accessibility,Update Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Update action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Update Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Accessibility
SF-FSC-00031,Financial Services,Person Account,Retail Banking,API,Bulk Edit Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Bulk Edit action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Bulk Edit Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,API
SF-FSC-00032,Financial Services,Person Account,Retail Banking,API,Restore Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Restore action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,API
SF-FSC-00033,Financial Services,Person Account,Retail Banking,API,Reject Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Reject action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Reject Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,API
SF-FSC-00034,Financial Services,Person Account,Retail Banking,KYC/AML,Reassign Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Reassign action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,KYC/AML
SF-FSC-00035,Financial Services,Person Account,Retail Banking,KYC/AML,Search Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Search action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Search Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,KYC/AML
SF-FSC-00036,Financial Services,Person Account,Retail Banking,KYC/AML,Validate Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Validate action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Validate Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,KYC/AML
SF-FSC-00037,Financial Services,Person Account,Retail Banking,Regulatory Audit,Clone Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Clone action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Clone Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Regulatory Audit
SF-FSC-00038,Financial Services,Person Account,Retail Banking,Regulatory Audit,Restore Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Restore action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Regulatory Audit
SF-FSC-00039,Financial Services,Person Account,Retail Banking,Regulatory Audit,Edit Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Edit action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Edit Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Regulatory Audit
SF-FSC-00040,Financial Services,Person Account,Retail Banking,Rollup Validation,Submit Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Submit action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Submit Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Rollup Validation
SF-FSC-00041,Financial Services,Person Account,Retail Banking,Rollup Validation,Search Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Search action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Search Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Rollup Validation
SF-FSC-00042,Financial Services,Person Account,Retail Banking,Rollup Validation,Clone Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Clone action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Clone Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Rollup Validation
SF-FSC-00043,Financial Services,Person Account,Retail Banking,Relationship Mapping,Sync Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Sync action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Sync Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Relationship Mapping
SF-FSC-00044,Financial Services,Person Account,Retail Banking,Relationship Mapping,Route Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Route action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Route Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Relationship Mapping
SF-FSC-00045,Financial Services,Person Account,Retail Banking,Relationship Mapping,AML Flag Retail Banking Financial Services Person Account,User has FSC access and Retail Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform AML Flag action on Retail Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Retail Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Relationship Mapping
SF-FSC-00046,Financial Services,Person Account,Commercial Banking,Functional,Archive Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Archive action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Functional
SF-FSC-00047,Financial Services,Person Account,Commercial Banking,Functional,Clone Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Clone action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Clone Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Functional
SF-FSC-00048,Financial Services,Person Account,Commercial Banking,Functional,Reassign Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Reassign action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Functional
SF-FSC-00049,Financial Services,Person Account,Commercial Banking,Regression,Onboard Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Onboard action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Onboard Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Regression
SF-FSC-00050,Financial Services,Person Account,Commercial Banking,Regression,KYC Verify Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform KYC Verify action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Regression
SF-FSC-00051,Financial Services,Person Account,Commercial Banking,Regression,Reassign Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Reassign action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Regression
SF-FSC-00052,Financial Services,Person Account,Commercial Banking,UI,Validate Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Validate action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Validate Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,UI
SF-FSC-00053,Financial Services,Person Account,Commercial Banking,UI,AML Flag Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform AML Flag action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,UI
SF-FSC-00054,Financial Services,Person Account,Commercial Banking,UI,Reassign Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Reassign action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,UI
SF-FSC-00055,Financial Services,Person Account,Commercial Banking,Integration,Route Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Route action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Route Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Integration
SF-FSC-00056,Financial Services,Person Account,Commercial Banking,Integration,AML Flag Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform AML Flag action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Integration
SF-FSC-00057,Financial Services,Person Account,Commercial Banking,Integration,Onboard Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Onboard action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Onboard Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Integration
SF-FSC-00058,Financial Services,Person Account,Commercial Banking,Security,Edit Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Edit action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Edit Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Security
SF-FSC-00059,Financial Services,Person Account,Commercial Banking,Security,Onboard Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Onboard action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Onboard Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Security
SF-FSC-00060,Financial Services,Person Account,Commercial Banking,Security,Create Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Create action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Create Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Security
SF-FSC-00061,Financial Services,Person Account,Commercial Banking,Compliance,Search Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Search action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Search Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Compliance
SF-FSC-00062,Financial Services,Person Account,Commercial Banking,Compliance,Clone Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Clone action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Clone Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Compliance
SF-FSC-00063,Financial Services,Person Account,Commercial Banking,Compliance,Sync Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Sync action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Sync Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Compliance
SF-FSC-00064,Financial Services,Person Account,Commercial Banking,Performance,Edit Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Edit action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Edit Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Performance
SF-FSC-00065,Financial Services,Person Account,Commercial Banking,Performance,View Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform View action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",View Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Performance
SF-FSC-00066,Financial Services,Person Account,Commercial Banking,Performance,Reject Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Reject action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Reject Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Performance
SF-FSC-00067,Financial Services,Person Account,Commercial Banking,Data Migration,Update Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Update action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Update Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Data Migration
SF-FSC-00068,Financial Services,Person Account,Commercial Banking,Data Migration,AML Flag Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform AML Flag action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Data Migration
SF-FSC-00069,Financial Services,Person Account,Commercial Banking,Data Migration,Share Commercial Banking Financial Services Person Account,User has FSC access and Commercial Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Share action on Commercial Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Commercial Banking Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Data Migration
