Test Case ID,Platform,Suite,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
VV-QUA-00021,Veeva,Quality,QMS,CRO,Setup -> Review -> Approve -> Publish -> Archive,Functional,Restore CRO Veeva QMS,User has Veeva access and CRO data is available,"1. Open QMS.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00022,Veeva,Quality,QMS,CRO,Create -> Submit -> Approve -> Release -> Monitor,Data Migration,Validate CRO Veeva QMS,User has Veeva access and CRO data is available,"1. Open QMS.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00023,Veeva,Quality,QMS,CRO,Author -> Review -> Sign -> Distribute -> Track,Workflow,Submit CRO Veeva QMS,User has Veeva access and CRO data is available,"1. Open QMS.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00024,Veeva,Quality,QMS,CRO,Plan -> Execute -> Verify -> Close -> Audit,Functional,Submit CRO Veeva QMS,User has Veeva access and CRO data is available,"1. Open QMS.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00025,Veeva,Quality,QMS,CRO,Content -> Approval -> HCP Delivery -> Analytics,Integration,Edit CRO Veeva QMS,User has Veeva access and CRO data is available,"1. Open QMS.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00026,Veeva,Quality,QMS,Manufacturing,Setup -> Review -> Approve -> Publish -> Archive,Functional,Edit Manufacturing Veeva QMS,User has Veeva access and Manufacturing data is available,"1. Open QMS.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00027,Veeva,Quality,QMS,Manufacturing,Create -> Submit -> Approve -> Release -> Monitor,Integration,Approve Manufacturing Veeva QMS,User has Veeva access and Manufacturing data is available,"1. Open QMS.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00028,Veeva,Quality,QMS,Manufacturing,Author -> Review -> Sign -> Distribute -> Track,Workflow,Validate Manufacturing Veeva QMS,User has Veeva access and Manufacturing data is available,"1. Open QMS.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00029,Veeva,Quality,QMS,Manufacturing,Plan -> Execute -> Verify -> Close -> Audit,Workflow,Search Manufacturing Veeva QMS,User has Veeva access and Manufacturing data is available,"1. Open QMS.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00030,Veeva,Quality,QMS,Manufacturing,Content -> Approval -> HCP Delivery -> Analytics,Workflow,Search Manufacturing Veeva QMS,User has Veeva access and Manufacturing data is available,"1. Open QMS.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00031,Veeva,Quality,QualityDocs,Pharma,Setup -> Review -> Approve -> Publish -> Archive,Security,Archive Pharma Veeva QualityDocs,User has Veeva access and Pharma data is available,"1. Open QualityDocs.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00032,Veeva,Quality,QualityDocs,Pharma,Create -> Submit -> Approve -> Release -> Monitor,Accessibility,Clone Pharma Veeva QualityDocs,User has Veeva access and Pharma data is available,"1. Open QualityDocs.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00033,Veeva,Quality,QualityDocs,Pharma,Author -> Review -> Sign -> Distribute -> Track,Data Migration,Validate Pharma Veeva QualityDocs,User has Veeva access and Pharma data is available,"1. Open QualityDocs.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00034,Veeva,Quality,QualityDocs,Pharma,Plan -> Execute -> Verify -> Close -> Audit,Regression,Escalate Pharma Veeva QualityDocs,User has Veeva access and Pharma data is available,"1. Open QualityDocs.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00035,Veeva,Quality,QualityDocs,Pharma,Content -> Approval -> HCP Delivery -> Analytics,Performance,Update Pharma Veeva QualityDocs,User has Veeva access and Pharma data is available,"1. Open QualityDocs.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00036,Veeva,Quality,QualityDocs,Biotech,Setup -> Review -> Approve -> Publish -> Archive,Data Migration,Search Biotech Veeva QualityDocs,User has Veeva access and Biotech data is available,"1. Open QualityDocs.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00037,Veeva,Quality,QualityDocs,Biotech,Create -> Submit -> Approve -> Release -> Monitor,Regression,Approve Biotech Veeva QualityDocs,User has Veeva access and Biotech data is available,"1. Open QualityDocs.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00038,Veeva,Quality,QualityDocs,Biotech,Author -> Review -> Sign -> Distribute -> Track,Accessibility,Escalate Biotech Veeva QualityDocs,User has Veeva access and Biotech data is available,"1. Open QualityDocs.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00039,Veeva,Quality,QualityDocs,Biotech,Plan -> Execute -> Verify -> Close -> Audit,Security,Archive Biotech Veeva QualityDocs,User has Veeva access and Biotech data is available,"1. Open QualityDocs.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00040,Veeva,Quality,QualityDocs,Biotech,Content -> Approval -> HCP Delivery -> Analytics,Functional,Route Biotech Veeva QualityDocs,User has Veeva access and Biotech data is available,"1. Open QualityDocs.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00041,Veeva,Quality,QualityDocs,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,Functional,Delete Medical Devices Veeva QualityDocs,User has Veeva access and Medical Devices data is available,"1. Open QualityDocs.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00042,Veeva,Quality,QualityDocs,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,Performance,Archive Medical Devices Veeva QualityDocs,User has Veeva access and Medical Devices data is available,"1. Open QualityDocs.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00043,Veeva,Quality,QualityDocs,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,Data Migration,Archive Medical Devices Veeva QualityDocs,User has Veeva access and Medical Devices data is available,"1. Open QualityDocs.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00044,Veeva,Quality,QualityDocs,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,Accessibility,Delete Medical Devices Veeva QualityDocs,User has Veeva access and Medical Devices data is available,"1. Open QualityDocs.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00045,Veeva,Quality,QualityDocs,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Accessibility,Search Medical Devices Veeva QualityDocs,User has Veeva access and Medical Devices data is available,"1. Open QualityDocs.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00046,Veeva,Quality,QualityDocs,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,Accessibility,Approve Consumer Health Veeva QualityDocs,User has Veeva access and Consumer Health data is available,"1. Open QualityDocs.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00047,Veeva,Quality,QualityDocs,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,Regression,Validate Consumer Health Veeva QualityDocs,User has Veeva access and Consumer Health data is available,"1. Open QualityDocs.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00048,Veeva,Quality,QualityDocs,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,Data Migration,Update Consumer Health Veeva QualityDocs,User has Veeva access and Consumer Health data is available,"1. Open QualityDocs.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00049,Veeva,Quality,QualityDocs,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,Workflow,Update Consumer Health Veeva QualityDocs,User has Veeva access and Consumer Health data is available,"1. Open QualityDocs.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00050,Veeva,Quality,QualityDocs,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,Workflow,Search Consumer Health Veeva QualityDocs,User has Veeva access and Consumer Health data is available,"1. Open QualityDocs.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00051,Veeva,Quality,QualityDocs,CRO,Setup -> Review -> Approve -> Publish -> Archive,Regression,Clone CRO Veeva QualityDocs,User has Veeva access and CRO data is available,"1. Open QualityDocs.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00052,Veeva,Quality,QualityDocs,CRO,Create -> Submit -> Approve -> Release -> Monitor,Security,Approve CRO Veeva QualityDocs,User has Veeva access and CRO data is available,"1. Open QualityDocs.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00053,Veeva,Quality,QualityDocs,CRO,Author -> Review -> Sign -> Distribute -> Track,Workflow,Archive CRO Veeva QualityDocs,User has Veeva access and CRO data is available,"1. Open QualityDocs.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00054,Veeva,Quality,QualityDocs,CRO,Plan -> Execute -> Verify -> Close -> Audit,Functional,Create CRO Veeva QualityDocs,User has Veeva access and CRO data is available,"1. Open QualityDocs.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-QUA-00055,Veeva,Quality,QualityDocs,CRO,Content -> Approval -> HCP Delivery -> Analytics,Security,Edit CRO Veeva QualityDocs,User has Veeva access and CRO data is available,"1. Open QualityDocs.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
