Test Case ID,Platform,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
ORA-HCM-00046,OracleApps,hcm,Recruiting,Public Sector,Submit -> Validate -> Approve -> Complete,Workflow,Submit Public Sector OracleApps Recruiting,User has OracleApps access and Public Sector data exists,"1. Open Recruiting.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-HCM-00047,OracleApps,hcm,Recruiting,Public Sector,Draft -> Review -> Publish -> Archive,Regression,Route Public Sector OracleApps Recruiting,User has OracleApps access and Public Sector data exists,"1. Open Recruiting.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-HCM-00048,OracleApps,hcm,Recruiting,Public Sector,Configure -> Execute -> Verify -> Close,Integration,Reject Public Sector OracleApps Recruiting,User has OracleApps access and Public Sector data exists,"1. Open Recruiting.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-HCM-00049,OracleApps,hcm,Recruiting,Technology,Create -> Approve -> Post -> Report,UI,Route Technology OracleApps Recruiting,User has OracleApps access and Technology data exists,"1. Open Recruiting.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-HCM-00050,OracleApps,hcm,Recruiting,Technology,Submit -> Validate -> Approve -> Complete,Performance,Approve Technology OracleApps Recruiting,User has OracleApps access and Technology data exists,"1. Open Recruiting.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-HCM-00051,OracleApps,hcm,Recruiting,Technology,Draft -> Review -> Publish -> Archive,Workflow,Update Technology OracleApps Recruiting,User has OracleApps access and Technology data exists,"1. Open Recruiting.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-HCM-00052,OracleApps,hcm,Recruiting,Technology,Configure -> Execute -> Verify -> Close,Workflow,Edit Technology OracleApps Recruiting,User has OracleApps access and Technology data exists,"1. Open Recruiting.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-HCM-00053,OracleApps,hcm,Recruiting,Education,Create -> Approve -> Post -> Report,Workflow,Validate Education OracleApps Recruiting,User has OracleApps access and Education data exists,"1. Open Recruiting.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-HCM-00054,OracleApps,hcm,Recruiting,Education,Submit -> Validate -> Approve -> Complete,Security,Escalate Education OracleApps Recruiting,User has OracleApps access and Education data exists,"1. Open Recruiting.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-HCM-00055,OracleApps,hcm,Recruiting,Education,Draft -> Review -> Publish -> Archive,Workflow,Escalate Education OracleApps Recruiting,User has OracleApps access and Education data exists,"1. Open Recruiting.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-HCM-00056,OracleApps,hcm,Recruiting,Education,Configure -> Execute -> Verify -> Close,Workflow,Route Education OracleApps Recruiting,User has OracleApps access and Education data exists,"1. Open Recruiting.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-HCM-00057,OracleApps,hcm,Payroll,Enterprise,Create -> Approve -> Post -> Report,Functional,Route Enterprise OracleApps Payroll,User has OracleApps access and Enterprise data exists,"1. Open Payroll.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-HCM-00058,OracleApps,hcm,Payroll,Enterprise,Submit -> Validate -> Approve -> Complete,UI,Search Enterprise OracleApps Payroll,User has OracleApps access and Enterprise data exists,"1. Open Payroll.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-HCM-00059,OracleApps,hcm,Payroll,Enterprise,Draft -> Review -> Publish -> Archive,Workflow,Clone Enterprise OracleApps Payroll,User has OracleApps access and Enterprise data exists,"1. Open Payroll.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
ORA-HCM-00060,OracleApps,hcm,Payroll,Enterprise,Configure -> Execute -> Verify -> Close,Workflow,Delete Enterprise OracleApps Payroll,User has OracleApps access and Enterprise data exists,"1. Open Payroll.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
