Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
SAL-PLA-00021,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SAL-PLA-00022,Salesforce,platform,Search Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,High
SAL-PLA-00023,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00024,Salesforce,platform,Approve Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00025,Salesforce,platform,Search Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00026,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SAL-PLA-00027,Salesforce,platform,Validate Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00028,Salesforce,platform,Create Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00029,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00030,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SAL-PLA-00031,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00032,Salesforce,platform,Create Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00033,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00034,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00035,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00036,Salesforce,platform,Validate Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00037,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SAL-PLA-00038,Salesforce,platform,Approve Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00039,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SAL-PLA-00040,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Medium
SAL-PLA-00041,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00042,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SAL-PLA-00043,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Medium
SAL-PLA-00044,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00045,Salesforce,platform,Archive Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00046,Salesforce,platform,Archive Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00047,Salesforce,platform,Reject Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00048,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00049,Salesforce,platform,Reject Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Medium
SAL-PLA-00050,Salesforce,platform,Route Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SAL-PLA-00051,Salesforce,platform,Update Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SAL-PLA-00052,Salesforce,platform,Delete Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00053,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Low
SAL-PLA-00054,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00055,Salesforce,platform,Approve Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00056,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00057,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00058,Salesforce,platform,Search Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00059,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Medium
SAL-PLA-00060,Salesforce,platform,Create Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Medium
SAL-PLA-00061,Salesforce,platform,Delete Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00062,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SAL-PLA-00063,Salesforce,platform,Approve Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00064,Salesforce,platform,Search Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00065,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Medium
SAL-PLA-00066,Salesforce,platform,Validate Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00067,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Low
SAL-PLA-00068,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Medium
SAL-PLA-00069,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00070,Salesforce,platform,Route Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00071,Salesforce,platform,Validate Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00072,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Medium
SAL-PLA-00073,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00074,Salesforce,platform,Archive Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,High
SAL-PLA-00075,Salesforce,platform,Archive Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00076,Salesforce,platform,Search Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00077,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SAL-PLA-00078,Salesforce,platform,Validate Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00079,Salesforce,platform,Create Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Medium
SAL-PLA-00080,Salesforce,platform,Escalate Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00081,Salesforce,platform,Escalate Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00082,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Low
SAL-PLA-00083,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00084,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Low
SAL-PLA-00085,Salesforce,platform,Approve Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,High
SAL-PLA-00086,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00087,Salesforce,platform,Update Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00088,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00089,Salesforce,platform,Archive Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00090,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,High
SAL-PLA-00091,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00092,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Medium
SAL-PLA-00093,Salesforce,platform,Route Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00094,Salesforce,platform,Validate Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00095,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00096,Salesforce,platform,Approve Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Medium
SAL-PLA-00097,Salesforce,platform,Approve Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SAL-PLA-00098,Salesforce,platform,Reject Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,High
SAL-PLA-00099,Salesforce,platform,Search Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,High
SAL-PLA-00100,Salesforce,platform,Approve Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00101,Salesforce,platform,Update Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00102,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SAL-PLA-00103,Salesforce,platform,Update Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SAL-PLA-00104,Salesforce,platform,Route Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00105,Salesforce,platform,Archive Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00106,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Low
SAL-PLA-00107,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SAL-PLA-00108,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00109,Salesforce,platform,Update Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00110,Salesforce,platform,Archive Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00111,Salesforce,platform,Route Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SAL-PLA-00112,Salesforce,platform,Approve Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,High
SAL-PLA-00113,Salesforce,platform,Validate Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00114,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00115,Salesforce,platform,Reject Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Medium
SAL-PLA-00116,Salesforce,platform,Create Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00117,Salesforce,platform,Delete Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00118,Salesforce,platform,Route Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00119,Salesforce,platform,Create Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00120,Salesforce,platform,Reject Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00121,Salesforce,platform,Create Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00122,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,High
SAL-PLA-00123,Salesforce,platform,Validate Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Medium
SAL-PLA-00124,Salesforce,platform,Archive Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00125,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00126,Salesforce,platform,Route Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Medium
SAL-PLA-00127,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Low
SAL-PLA-00128,Salesforce,platform,Approve Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00129,Salesforce,platform,Create Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00130,Salesforce,platform,Reject Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00131,Salesforce,platform,Search Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Medium
SAL-PLA-00132,Salesforce,platform,Delete Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Medium
SAL-PLA-00133,Salesforce,platform,Search Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Medium
SAL-PLA-00134,Salesforce,platform,Escalate Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00135,Salesforce,platform,Escalate Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00136,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Medium
SAL-PLA-00137,Salesforce,platform,Reject Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Low
SAL-PLA-00138,Salesforce,platform,Delete Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SAL-PLA-00139,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00140,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00141,Salesforce,platform,Approve Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00142,Salesforce,platform,Escalate Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00143,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Medium
SAL-PLA-00144,Salesforce,platform,Reject Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SAL-PLA-00145,Salesforce,platform,Delete Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SAL-PLA-00146,Salesforce,platform,Archive Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,High
SAL-PLA-00147,Salesforce,platform,Delete Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,High
SAL-PLA-00148,Salesforce,platform,Escalate Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00149,Salesforce,platform,Reject Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00150,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Low
SAL-PLA-00151,Salesforce,platform,Escalate Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00152,Salesforce,platform,Archive Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00153,Salesforce,platform,Validate Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SAL-PLA-00154,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00155,Salesforce,platform,Search Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00156,Salesforce,platform,Create Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Medium
SAL-PLA-00157,Salesforce,platform,Reject Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Low
SAL-PLA-00158,Salesforce,platform,Create Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Medium
SAL-PLA-00159,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00160,Salesforce,platform,Create Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SAL-PLA-00161,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00162,Salesforce,platform,Route Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00163,Salesforce,platform,Archive Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SAL-PLA-00164,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00165,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Medium
SAL-PLA-00166,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00167,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00168,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00169,Salesforce,platform,Escalate Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00170,Salesforce,platform,Route Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00171,Salesforce,platform,Delete Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SAL-PLA-00172,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00173,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00174,Salesforce,platform,Reject Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00175,Salesforce,platform,Update Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00176,Salesforce,platform,Delete Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Low
SAL-PLA-00177,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00178,Salesforce,platform,Escalate Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00179,Salesforce,platform,Reject Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00180,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00181,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00182,Salesforce,platform,Route Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00183,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Medium
SAL-PLA-00184,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00185,Salesforce,platform,Validate Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00186,Salesforce,platform,Delete Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00187,Salesforce,platform,Search Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SAL-PLA-00188,Salesforce,platform,Create Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,High
SAL-PLA-00189,Salesforce,platform,Reject Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00190,Salesforce,platform,Approve Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Medium
SAL-PLA-00191,Salesforce,platform,Validate Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,High
SAL-PLA-00192,Salesforce,platform,Create Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00193,Salesforce,platform,Escalate Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00194,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00195,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00196,Salesforce,platform,Create Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00197,Salesforce,platform,Archive Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Medium
SAL-PLA-00198,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00199,Salesforce,platform,Archive Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00200,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Medium
SAL-PLA-00201,Salesforce,platform,Route Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SAL-PLA-00202,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00203,Salesforce,platform,Delete Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00204,Salesforce,platform,Update Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Medium
SAL-PLA-00205,Salesforce,platform,Create Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00206,Salesforce,platform,Create Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SAL-PLA-00207,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Low
SAL-PLA-00208,Salesforce,platform,Reject Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00209,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00210,Salesforce,platform,Route Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Low
SAL-PLA-00211,Salesforce,platform,Search Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SAL-PLA-00212,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00213,Salesforce,platform,Search Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,Low
SAL-PLA-00214,Salesforce,platform,Clone Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Medium
SAL-PLA-00215,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Open module > perform action > validate result,Success,High
SAL-PLA-00216,Salesforce,platform,Approve Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00217,Salesforce,platform,Update Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00218,Salesforce,platform,Edit Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Medium
SAL-PLA-00219,Salesforce,platform,Route Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SAL-PLA-00220,Salesforce,platform,Approve Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SAL-PLA-00221,Salesforce,platform,Route Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,High
SAL-PLA-00222,Salesforce,platform,Delete Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,High
SAL-PLA-00223,Salesforce,platform,Archive Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SAL-PLA-00224,Salesforce,platform,Restore Salesforce platform,Salesforce test data ready,Submit transaction > sync system > reconcile report,Success,Low
SAL-PLA-00225,Salesforce,platform,Delete Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
SAL-PLA-00226,Salesforce,platform,Archive Salesforce platform,Salesforce test data ready,Create record > route approval > verify status,Success,Medium
SAL-PLA-00227,Salesforce,platform,Submit Salesforce platform,Salesforce test data ready,Initiate integration > check queue > confirm completion,Success,Low
