Test Case ID,Platform,Suite,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
VV-MED-00011,Veeva,Medical,MedComms,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,Performance,Escalate Medical Devices Veeva MedComms,User has Veeva access and Medical Devices data is available,"1. Open MedComms.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00012,Veeva,Medical,MedComms,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,Performance,Restore Medical Devices Veeva MedComms,User has Veeva access and Medical Devices data is available,"1. Open MedComms.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00013,Veeva,Medical,MedComms,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,Data Migration,Escalate Medical Devices Veeva MedComms,User has Veeva access and Medical Devices data is available,"1. Open MedComms.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00014,Veeva,Medical,MedComms,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,Workflow,Approve Medical Devices Veeva MedComms,User has Veeva access and Medical Devices data is available,"1. Open MedComms.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00015,Veeva,Medical,MedComms,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Performance,Validate Medical Devices Veeva MedComms,User has Veeva access and Medical Devices data is available,"1. Open MedComms.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00016,Veeva,Medical,MedComms,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,Data Migration,Approve Consumer Health Veeva MedComms,User has Veeva access and Consumer Health data is available,"1. Open MedComms.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00017,Veeva,Medical,MedComms,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,Integration,Approve Consumer Health Veeva MedComms,User has Veeva access and Consumer Health data is available,"1. Open MedComms.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00018,Veeva,Medical,MedComms,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,Workflow,Reject Consumer Health Veeva MedComms,User has Veeva access and Consumer Health data is available,"1. Open MedComms.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00019,Veeva,Medical,MedComms,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,Security,Reject Consumer Health Veeva MedComms,User has Veeva access and Consumer Health data is available,"1. Open MedComms.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00020,Veeva,Medical,MedComms,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,Security,Reject Consumer Health Veeva MedComms,User has Veeva access and Consumer Health data is available,"1. Open MedComms.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00021,Veeva,Medical,MedComms,CRO,Setup -> Review -> Approve -> Publish -> Archive,Workflow,Escalate CRO Veeva MedComms,User has Veeva access and CRO data is available,"1. Open MedComms.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00022,Veeva,Medical,MedComms,CRO,Create -> Submit -> Approve -> Release -> Monitor,Security,Search CRO Veeva MedComms,User has Veeva access and CRO data is available,"1. Open MedComms.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00023,Veeva,Medical,MedComms,CRO,Author -> Review -> Sign -> Distribute -> Track,Security,Create CRO Veeva MedComms,User has Veeva access and CRO data is available,"1. Open MedComms.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00024,Veeva,Medical,MedComms,CRO,Plan -> Execute -> Verify -> Close -> Audit,Data Migration,Delete CRO Veeva MedComms,User has Veeva access and CRO data is available,"1. Open MedComms.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00025,Veeva,Medical,MedComms,CRO,Content -> Approval -> HCP Delivery -> Analytics,Integration,Submit CRO Veeva MedComms,User has Veeva access and CRO data is available,"1. Open MedComms.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00026,Veeva,Medical,MedComms,Manufacturing,Setup -> Review -> Approve -> Publish -> Archive,Integration,Submit Manufacturing Veeva MedComms,User has Veeva access and Manufacturing data is available,"1. Open MedComms.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00027,Veeva,Medical,MedComms,Manufacturing,Create -> Submit -> Approve -> Release -> Monitor,Functional,Delete Manufacturing Veeva MedComms,User has Veeva access and Manufacturing data is available,"1. Open MedComms.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00028,Veeva,Medical,MedComms,Manufacturing,Author -> Review -> Sign -> Distribute -> Track,Workflow,Route Manufacturing Veeva MedComms,User has Veeva access and Manufacturing data is available,"1. Open MedComms.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00029,Veeva,Medical,MedComms,Manufacturing,Plan -> Execute -> Verify -> Close -> Audit,Functional,Delete Manufacturing Veeva MedComms,User has Veeva access and Manufacturing data is available,"1. Open MedComms.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00030,Veeva,Medical,MedComms,Manufacturing,Content -> Approval -> HCP Delivery -> Analytics,Performance,Submit Manufacturing Veeva MedComms,User has Veeva access and Manufacturing data is available,"1. Open MedComms.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00031,Veeva,Medical,Medical Info,Pharma,Setup -> Review -> Approve -> Publish -> Archive,Accessibility,Restore Pharma Veeva Medical Info,User has Veeva access and Pharma data is available,"1. Open Medical Info.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00032,Veeva,Medical,Medical Info,Pharma,Create -> Submit -> Approve -> Release -> Monitor,Data Migration,Escalate Pharma Veeva Medical Info,User has Veeva access and Pharma data is available,"1. Open Medical Info.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00033,Veeva,Medical,Medical Info,Pharma,Author -> Review -> Sign -> Distribute -> Track,Workflow,Approve Pharma Veeva Medical Info,User has Veeva access and Pharma data is available,"1. Open Medical Info.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00034,Veeva,Medical,Medical Info,Pharma,Plan -> Execute -> Verify -> Close -> Audit,Regression,Route Pharma Veeva Medical Info,User has Veeva access and Pharma data is available,"1. Open Medical Info.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00035,Veeva,Medical,Medical Info,Pharma,Content -> Approval -> HCP Delivery -> Analytics,Regression,Update Pharma Veeva Medical Info,User has Veeva access and Pharma data is available,"1. Open Medical Info.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00036,Veeva,Medical,Medical Info,Biotech,Setup -> Review -> Approve -> Publish -> Archive,Security,Validate Biotech Veeva Medical Info,User has Veeva access and Biotech data is available,"1. Open Medical Info.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00037,Veeva,Medical,Medical Info,Biotech,Create -> Submit -> Approve -> Release -> Monitor,Accessibility,Search Biotech Veeva Medical Info,User has Veeva access and Biotech data is available,"1. Open Medical Info.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00038,Veeva,Medical,Medical Info,Biotech,Author -> Review -> Sign -> Distribute -> Track,Functional,Restore Biotech Veeva Medical Info,User has Veeva access and Biotech data is available,"1. Open Medical Info.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00039,Veeva,Medical,Medical Info,Biotech,Plan -> Execute -> Verify -> Close -> Audit,Integration,Edit Biotech Veeva Medical Info,User has Veeva access and Biotech data is available,"1. Open Medical Info.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00040,Veeva,Medical,Medical Info,Biotech,Content -> Approval -> HCP Delivery -> Analytics,Security,Restore Biotech Veeva Medical Info,User has Veeva access and Biotech data is available,"1. Open Medical Info.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00041,Veeva,Medical,Medical Info,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,Regression,Reject Medical Devices Veeva Medical Info,User has Veeva access and Medical Devices data is available,"1. Open Medical Info.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00042,Veeva,Medical,Medical Info,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,Integration,Submit Medical Devices Veeva Medical Info,User has Veeva access and Medical Devices data is available,"1. Open Medical Info.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00043,Veeva,Medical,Medical Info,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,Data Migration,Search Medical Devices Veeva Medical Info,User has Veeva access and Medical Devices data is available,"1. Open Medical Info.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00044,Veeva,Medical,Medical Info,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,Performance,Clone Medical Devices Veeva Medical Info,User has Veeva access and Medical Devices data is available,"1. Open Medical Info.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00045,Veeva,Medical,Medical Info,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Workflow,Search Medical Devices Veeva Medical Info,User has Veeva access and Medical Devices data is available,"1. Open Medical Info.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00046,Veeva,Medical,Medical Info,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,Data Migration,Edit Consumer Health Veeva Medical Info,User has Veeva access and Consumer Health data is available,"1. Open Medical Info.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00047,Veeva,Medical,Medical Info,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,Regression,Route Consumer Health Veeva Medical Info,User has Veeva access and Consumer Health data is available,"1. Open Medical Info.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00048,Veeva,Medical,Medical Info,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,Performance,Archive Consumer Health Veeva Medical Info,User has Veeva access and Consumer Health data is available,"1. Open Medical Info.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00049,Veeva,Medical,Medical Info,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,Security,Clone Consumer Health Veeva Medical Info,User has Veeva access and Consumer Health data is available,"1. Open Medical Info.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00050,Veeva,Medical,Medical Info,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,Performance,Search Consumer Health Veeva Medical Info,User has Veeva access and Consumer Health data is available,"1. Open Medical Info.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00051,Veeva,Medical,Medical Info,CRO,Setup -> Review -> Approve -> Publish -> Archive,Performance,Submit CRO Veeva Medical Info,User has Veeva access and CRO data is available,"1. Open Medical Info.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00052,Veeva,Medical,Medical Info,CRO,Create -> Submit -> Approve -> Release -> Monitor,Data Migration,Reject CRO Veeva Medical Info,User has Veeva access and CRO data is available,"1. Open Medical Info.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00053,Veeva,Medical,Medical Info,CRO,Author -> Review -> Sign -> Distribute -> Track,UI,Create CRO Veeva Medical Info,User has Veeva access and CRO data is available,"1. Open Medical Info.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00054,Veeva,Medical,Medical Info,CRO,Plan -> Execute -> Verify -> Close -> Audit,Performance,Escalate CRO Veeva Medical Info,User has Veeva access and CRO data is available,"1. Open Medical Info.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00055,Veeva,Medical,Medical Info,CRO,Content -> Approval -> HCP Delivery -> Analytics,Accessibility,Escalate CRO Veeva Medical Info,User has Veeva access and CRO data is available,"1. Open Medical Info.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
