Test Case ID,Platform,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
DYN-SAL-00011,Dynamics365,sales,Leads,Healthcare,Draft -> Review -> Publish -> Archive,Performance,Approve Healthcare Dynamics365 Leads,User has Dynamics365 access and Healthcare data exists,"1. Open Leads.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00012,Dynamics365,sales,Leads,Healthcare,Configure -> Execute -> Verify -> Close,Integration,Escalate Healthcare Dynamics365 Leads,User has Dynamics365 access and Healthcare data exists,"1. Open Leads.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00013,Dynamics365,sales,Leads,Professional Services,Create -> Approve -> Post -> Report,UI,Approve Professional Services Dynamics365 Leads,User has Dynamics365 access and Professional Services data exists,"1. Open Leads.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00014,Dynamics365,sales,Leads,Professional Services,Submit -> Validate -> Approve -> Complete,Security,Approve Professional Services Dynamics365 Leads,User has Dynamics365 access and Professional Services data exists,"1. Open Leads.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00015,Dynamics365,sales,Leads,Professional Services,Draft -> Review -> Publish -> Archive,UI,Reject Professional Services Dynamics365 Leads,User has Dynamics365 access and Professional Services data exists,"1. Open Leads.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00016,Dynamics365,sales,Leads,Professional Services,Configure -> Execute -> Verify -> Close,Accessibility,Archive Professional Services Dynamics365 Leads,User has Dynamics365 access and Professional Services data exists,"1. Open Leads.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00017,Dynamics365,sales,Leads,Public Sector,Create -> Approve -> Post -> Report,UI,Validate Public Sector Dynamics365 Leads,User has Dynamics365 access and Public Sector data exists,"1. Open Leads.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00018,Dynamics365,sales,Leads,Public Sector,Submit -> Validate -> Approve -> Complete,Workflow,Restore Public Sector Dynamics365 Leads,User has Dynamics365 access and Public Sector data exists,"1. Open Leads.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00019,Dynamics365,sales,Leads,Public Sector,Draft -> Review -> Publish -> Archive,Accessibility,Reject Public Sector Dynamics365 Leads,User has Dynamics365 access and Public Sector data exists,"1. Open Leads.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00020,Dynamics365,sales,Leads,Public Sector,Configure -> Execute -> Verify -> Close,UI,Search Public Sector Dynamics365 Leads,User has Dynamics365 access and Public Sector data exists,"1. Open Leads.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00021,Dynamics365,sales,Leads,Finance,Create -> Approve -> Post -> Report,Security,Create Finance Dynamics365 Leads,User has Dynamics365 access and Finance data exists,"1. Open Leads.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00022,Dynamics365,sales,Leads,Finance,Submit -> Validate -> Approve -> Complete,Functional,Update Finance Dynamics365 Leads,User has Dynamics365 access and Finance data exists,"1. Open Leads.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00023,Dynamics365,sales,Leads,Finance,Draft -> Review -> Publish -> Archive,Security,Validate Finance Dynamics365 Leads,User has Dynamics365 access and Finance data exists,"1. Open Leads.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00024,Dynamics365,sales,Leads,Finance,Configure -> Execute -> Verify -> Close,Workflow,Submit Finance Dynamics365 Leads,User has Dynamics365 access and Finance data exists,"1. Open Leads.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00025,Dynamics365,sales,Leads,Technology,Create -> Approve -> Post -> Report,Security,Restore Technology Dynamics365 Leads,User has Dynamics365 access and Technology data exists,"1. Open Leads.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00026,Dynamics365,sales,Leads,Technology,Submit -> Validate -> Approve -> Complete,Performance,Escalate Technology Dynamics365 Leads,User has Dynamics365 access and Technology data exists,"1. Open Leads.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00027,Dynamics365,sales,Leads,Technology,Draft -> Review -> Publish -> Archive,Functional,Update Technology Dynamics365 Leads,User has Dynamics365 access and Technology data exists,"1. Open Leads.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00028,Dynamics365,sales,Leads,Technology,Configure -> Execute -> Verify -> Close,Functional,Restore Technology Dynamics365 Leads,User has Dynamics365 access and Technology data exists,"1. Open Leads.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00029,Dynamics365,sales,Opportunities,Retail,Create -> Approve -> Post -> Report,Performance,Route Retail Dynamics365 Opportunities,User has Dynamics365 access and Retail data exists,"1. Open Opportunities.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00030,Dynamics365,sales,Opportunities,Retail,Submit -> Validate -> Approve -> Complete,Regression,Reject Retail Dynamics365 Opportunities,User has Dynamics365 access and Retail data exists,"1. Open Opportunities.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00031,Dynamics365,sales,Opportunities,Retail,Draft -> Review -> Publish -> Archive,Regression,Restore Retail Dynamics365 Opportunities,User has Dynamics365 access and Retail data exists,"1. Open Opportunities.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00032,Dynamics365,sales,Opportunities,Retail,Configure -> Execute -> Verify -> Close,Regression,Clone Retail Dynamics365 Opportunities,User has Dynamics365 access and Retail data exists,"1. Open Opportunities.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00033,Dynamics365,sales,Opportunities,Manufacturing,Create -> Approve -> Post -> Report,Workflow,Clone Manufacturing Dynamics365 Opportunities,User has Dynamics365 access and Manufacturing data exists,"1. Open Opportunities.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00034,Dynamics365,sales,Opportunities,Manufacturing,Submit -> Validate -> Approve -> Complete,Workflow,Validate Manufacturing Dynamics365 Opportunities,User has Dynamics365 access and Manufacturing data exists,"1. Open Opportunities.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00035,Dynamics365,sales,Opportunities,Manufacturing,Draft -> Review -> Publish -> Archive,Workflow,Clone Manufacturing Dynamics365 Opportunities,User has Dynamics365 access and Manufacturing data exists,"1. Open Opportunities.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00036,Dynamics365,sales,Opportunities,Manufacturing,Configure -> Execute -> Verify -> Close,Security,Validate Manufacturing Dynamics365 Opportunities,User has Dynamics365 access and Manufacturing data exists,"1. Open Opportunities.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00037,Dynamics365,sales,Opportunities,Healthcare,Create -> Approve -> Post -> Report,Regression,Edit Healthcare Dynamics365 Opportunities,User has Dynamics365 access and Healthcare data exists,"1. Open Opportunities.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00038,Dynamics365,sales,Opportunities,Healthcare,Submit -> Validate -> Approve -> Complete,Security,Delete Healthcare Dynamics365 Opportunities,User has Dynamics365 access and Healthcare data exists,"1. Open Opportunities.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00039,Dynamics365,sales,Opportunities,Healthcare,Draft -> Review -> Publish -> Archive,Workflow,Clone Healthcare Dynamics365 Opportunities,User has Dynamics365 access and Healthcare data exists,"1. Open Opportunities.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00040,Dynamics365,sales,Opportunities,Healthcare,Configure -> Execute -> Verify -> Close,Performance,Clone Healthcare Dynamics365 Opportunities,User has Dynamics365 access and Healthcare data exists,"1. Open Opportunities.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00041,Dynamics365,sales,Opportunities,Professional Services,Create -> Approve -> Post -> Report,Regression,Create Professional Services Dynamics365 Opportunities,User has Dynamics365 access and Professional Services data exists,"1. Open Opportunities.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00042,Dynamics365,sales,Opportunities,Professional Services,Submit -> Validate -> Approve -> Complete,UI,Submit Professional Services Dynamics365 Opportunities,User has Dynamics365 access and Professional Services data exists,"1. Open Opportunities.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00043,Dynamics365,sales,Opportunities,Professional Services,Draft -> Review -> Publish -> Archive,Functional,Archive Professional Services Dynamics365 Opportunities,User has Dynamics365 access and Professional Services data exists,"1. Open Opportunities.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00044,Dynamics365,sales,Opportunities,Professional Services,Configure -> Execute -> Verify -> Close,Accessibility,Submit Professional Services Dynamics365 Opportunities,User has Dynamics365 access and Professional Services data exists,"1. Open Opportunities.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00045,Dynamics365,sales,Opportunities,Public Sector,Create -> Approve -> Post -> Report,Integration,Search Public Sector Dynamics365 Opportunities,User has Dynamics365 access and Public Sector data exists,"1. Open Opportunities.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00046,Dynamics365,sales,Opportunities,Public Sector,Submit -> Validate -> Approve -> Complete,Functional,Approve Public Sector Dynamics365 Opportunities,User has Dynamics365 access and Public Sector data exists,"1. Open Opportunities.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00047,Dynamics365,sales,Opportunities,Public Sector,Draft -> Review -> Publish -> Archive,Accessibility,Update Public Sector Dynamics365 Opportunities,User has Dynamics365 access and Public Sector data exists,"1. Open Opportunities.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00048,Dynamics365,sales,Opportunities,Public Sector,Configure -> Execute -> Verify -> Close,Workflow,Validate Public Sector Dynamics365 Opportunities,User has Dynamics365 access and Public Sector data exists,"1. Open Opportunities.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00049,Dynamics365,sales,Opportunities,Finance,Create -> Approve -> Post -> Report,Regression,Create Finance Dynamics365 Opportunities,User has Dynamics365 access and Finance data exists,"1. Open Opportunities.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00050,Dynamics365,sales,Opportunities,Finance,Submit -> Validate -> Approve -> Complete,Integration,Create Finance Dynamics365 Opportunities,User has Dynamics365 access and Finance data exists,"1. Open Opportunities.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00051,Dynamics365,sales,Opportunities,Finance,Draft -> Review -> Publish -> Archive,Security,Restore Finance Dynamics365 Opportunities,User has Dynamics365 access and Finance data exists,"1. Open Opportunities.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00052,Dynamics365,sales,Opportunities,Finance,Configure -> Execute -> Verify -> Close,Accessibility,Restore Finance Dynamics365 Opportunities,User has Dynamics365 access and Finance data exists,"1. Open Opportunities.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00053,Dynamics365,sales,Opportunities,Technology,Create -> Approve -> Post -> Report,Integration,Escalate Technology Dynamics365 Opportunities,User has Dynamics365 access and Technology data exists,"1. Open Opportunities.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00054,Dynamics365,sales,Opportunities,Technology,Submit -> Validate -> Approve -> Complete,Integration,Edit Technology Dynamics365 Opportunities,User has Dynamics365 access and Technology data exists,"1. Open Opportunities.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00055,Dynamics365,sales,Opportunities,Technology,Draft -> Review -> Publish -> Archive,Accessibility,Approve Technology Dynamics365 Opportunities,User has Dynamics365 access and Technology data exists,"1. Open Opportunities.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00056,Dynamics365,sales,Opportunities,Technology,Configure -> Execute -> Verify -> Close,Workflow,Submit Technology Dynamics365 Opportunities,User has Dynamics365 access and Technology data exists,"1. Open Opportunities.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00057,Dynamics365,sales,Accounts,Retail,Create -> Approve -> Post -> Report,UI,Create Retail Dynamics365 Accounts,User has Dynamics365 access and Retail data exists,"1. Open Accounts.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00058,Dynamics365,sales,Accounts,Retail,Submit -> Validate -> Approve -> Complete,UI,Reject Retail Dynamics365 Accounts,User has Dynamics365 access and Retail data exists,"1. Open Accounts.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00059,Dynamics365,sales,Accounts,Retail,Draft -> Review -> Publish -> Archive,Regression,Route Retail Dynamics365 Accounts,User has Dynamics365 access and Retail data exists,"1. Open Accounts.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
