Test Case ID,Suite,Function,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
SAP-SD-00015,SAP Ph-II,SD,Sales Order,Pharma,Order -> Delivery -> Billing -> Accounting,Performance,Update Pharma SAP Sales Order,SAP access provisioned and Pharma test data exists,"1. Open Sales Order.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00016,SAP Ph-II,SD,Sales Order,Automotive,Create -> Approve -> Post -> Report,Security,Escalate Automotive SAP Sales Order,SAP access provisioned and Automotive test data exists,"1. Open Sales Order.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00017,SAP Ph-II,SD,Sales Order,Automotive,Plan -> Execute -> Verify -> Close,Performance,Clone Automotive SAP Sales Order,SAP access provisioned and Automotive test data exists,"1. Open Sales Order.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00018,SAP Ph-II,SD,Sales Order,Automotive,Request -> Process -> Approve -> Complete,UI,Search Automotive SAP Sales Order,SAP access provisioned and Automotive test data exists,"1. Open Sales Order.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00019,SAP Ph-II,SD,Sales Order,Automotive,Master Data -> Transaction -> Settlement -> Analytics,Workflow,Approve Automotive SAP Sales Order,SAP access provisioned and Automotive test data exists,"1. Open Sales Order.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00020,SAP Ph-II,SD,Sales Order,Automotive,Order -> Delivery -> Billing -> Accounting,Performance,Create Automotive SAP Sales Order,SAP access provisioned and Automotive test data exists,"1. Open Sales Order.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00021,SAP Ph-II,SD,Sales Order,Banking,Create -> Approve -> Post -> Report,Functional,Archive Banking SAP Sales Order,SAP access provisioned and Banking test data exists,"1. Open Sales Order.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00022,SAP Ph-II,SD,Sales Order,Banking,Plan -> Execute -> Verify -> Close,Regression,Validate Banking SAP Sales Order,SAP access provisioned and Banking test data exists,"1. Open Sales Order.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00023,SAP Ph-II,SD,Sales Order,Banking,Request -> Process -> Approve -> Complete,Regression,Create Banking SAP Sales Order,SAP access provisioned and Banking test data exists,"1. Open Sales Order.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00024,SAP Ph-II,SD,Sales Order,Banking,Master Data -> Transaction -> Settlement -> Analytics,UI,Clone Banking SAP Sales Order,SAP access provisioned and Banking test data exists,"1. Open Sales Order.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00025,SAP Ph-II,SD,Sales Order,Banking,Order -> Delivery -> Billing -> Accounting,Performance,Validate Banking SAP Sales Order,SAP access provisioned and Banking test data exists,"1. Open Sales Order.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00026,SAP Ph-II,SD,Sales Order,Utilities,Create -> Approve -> Post -> Report,Security,Delete Utilities SAP Sales Order,SAP access provisioned and Utilities test data exists,"1. Open Sales Order.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00027,SAP Ph-II,SD,Sales Order,Utilities,Plan -> Execute -> Verify -> Close,Workflow,Clone Utilities SAP Sales Order,SAP access provisioned and Utilities test data exists,"1. Open Sales Order.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00028,SAP Ph-II,SD,Sales Order,Utilities,Request -> Process -> Approve -> Complete,Functional,Escalate Utilities SAP Sales Order,SAP access provisioned and Utilities test data exists,"1. Open Sales Order.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00029,SAP Ph-II,SD,Sales Order,Utilities,Master Data -> Transaction -> Settlement -> Analytics,Performance,Reject Utilities SAP Sales Order,SAP access provisioned and Utilities test data exists,"1. Open Sales Order.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00030,SAP Ph-II,SD,Sales Order,Utilities,Order -> Delivery -> Billing -> Accounting,Regression,Delete Utilities SAP Sales Order,SAP access provisioned and Utilities test data exists,"1. Open Sales Order.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00031,SAP Ph-II,SD,Sales Order,CPG,Create -> Approve -> Post -> Report,Security,Route CPG SAP Sales Order,SAP access provisioned and CPG test data exists,"1. Open Sales Order.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00032,SAP Ph-II,SD,Sales Order,CPG,Plan -> Execute -> Verify -> Close,Integration,Escalate CPG SAP Sales Order,SAP access provisioned and CPG test data exists,"1. Open Sales Order.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00033,SAP Ph-II,SD,Sales Order,CPG,Request -> Process -> Approve -> Complete,Workflow,Archive CPG SAP Sales Order,SAP access provisioned and CPG test data exists,"1. Open Sales Order.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00034,SAP Ph-II,SD,Sales Order,CPG,Master Data -> Transaction -> Settlement -> Analytics,UI,Route CPG SAP Sales Order,SAP access provisioned and CPG test data exists,"1. Open Sales Order.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00035,SAP Ph-II,SD,Sales Order,CPG,Order -> Delivery -> Billing -> Accounting,Performance,Route CPG SAP Sales Order,SAP access provisioned and CPG test data exists,"1. Open Sales Order.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00036,SAP Ph-II,SD,Sales Order,Public Sector,Create -> Approve -> Post -> Report,Functional,Delete Public Sector SAP Sales Order,SAP access provisioned and Public Sector test data exists,"1. Open Sales Order.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00037,SAP Ph-II,SD,Sales Order,Public Sector,Plan -> Execute -> Verify -> Close,UI,Reject Public Sector SAP Sales Order,SAP access provisioned and Public Sector test data exists,"1. Open Sales Order.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00038,SAP Ph-II,SD,Sales Order,Public Sector,Request -> Process -> Approve -> Complete,Performance,Archive Public Sector SAP Sales Order,SAP access provisioned and Public Sector test data exists,"1. Open Sales Order.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00039,SAP Ph-II,SD,Sales Order,Public Sector,Master Data -> Transaction -> Settlement -> Analytics,Security,Clone Public Sector SAP Sales Order,SAP access provisioned and Public Sector test data exists,"1. Open Sales Order.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Medium,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00040,SAP Ph-II,SD,Sales Order,Public Sector,Order -> Delivery -> Billing -> Accounting,Workflow,Restore Public Sector SAP Sales Order,SAP access provisioned and Public Sector test data exists,"1. Open Sales Order.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00041,SAP Ph-II,SD,Pricing,Manufacturing,Create -> Approve -> Post -> Report,Integration,Create Manufacturing SAP Pricing,SAP access provisioned and Manufacturing test data exists,"1. Open Pricing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00042,SAP Ph-II,SD,Pricing,Manufacturing,Plan -> Execute -> Verify -> Close,Performance,Submit Manufacturing SAP Pricing,SAP access provisioned and Manufacturing test data exists,"1. Open Pricing.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00043,SAP Ph-II,SD,Pricing,Manufacturing,Request -> Process -> Approve -> Complete,Integration,Submit Manufacturing SAP Pricing,SAP access provisioned and Manufacturing test data exists,"1. Open Pricing.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00044,SAP Ph-II,SD,Pricing,Manufacturing,Master Data -> Transaction -> Settlement -> Analytics,Integration,Validate Manufacturing SAP Pricing,SAP access provisioned and Manufacturing test data exists,"1. Open Pricing.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00045,SAP Ph-II,SD,Pricing,Manufacturing,Order -> Delivery -> Billing -> Accounting,Integration,Update Manufacturing SAP Pricing,SAP access provisioned and Manufacturing test data exists,"1. Open Pricing.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00046,SAP Ph-II,SD,Pricing,Retail,Create -> Approve -> Post -> Report,Integration,Delete Retail SAP Pricing,SAP access provisioned and Retail test data exists,"1. Open Pricing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00047,SAP Ph-II,SD,Pricing,Retail,Plan -> Execute -> Verify -> Close,Security,Approve Retail SAP Pricing,SAP access provisioned and Retail test data exists,"1. Open Pricing.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00048,SAP Ph-II,SD,Pricing,Retail,Request -> Process -> Approve -> Complete,Performance,Reject Retail SAP Pricing,SAP access provisioned and Retail test data exists,"1. Open Pricing.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00049,SAP Ph-II,SD,Pricing,Retail,Master Data -> Transaction -> Settlement -> Analytics,UI,Escalate Retail SAP Pricing,SAP access provisioned and Retail test data exists,"1. Open Pricing.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00050,SAP Ph-II,SD,Pricing,Retail,Order -> Delivery -> Billing -> Accounting,UI,Clone Retail SAP Pricing,SAP access provisioned and Retail test data exists,"1. Open Pricing.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00051,SAP Ph-II,SD,Pricing,Pharma,Create -> Approve -> Post -> Report,Security,Route Pharma SAP Pricing,SAP access provisioned and Pharma test data exists,"1. Open Pricing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00052,SAP Ph-II,SD,Pricing,Pharma,Plan -> Execute -> Verify -> Close,Workflow,Validate Pharma SAP Pricing,SAP access provisioned and Pharma test data exists,"1. Open Pricing.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00053,SAP Ph-II,SD,Pricing,Pharma,Request -> Process -> Approve -> Complete,Security,Escalate Pharma SAP Pricing,SAP access provisioned and Pharma test data exists,"1. Open Pricing.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00054,SAP Ph-II,SD,Pricing,Pharma,Master Data -> Transaction -> Settlement -> Analytics,Workflow,Approve Pharma SAP Pricing,SAP access provisioned and Pharma test data exists,"1. Open Pricing.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00055,SAP Ph-II,SD,Pricing,Pharma,Order -> Delivery -> Billing -> Accounting,Regression,Submit Pharma SAP Pricing,SAP access provisioned and Pharma test data exists,"1. Open Pricing.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-SD-00056,SAP Ph-II,SD,Pricing,Automotive,Create -> Approve -> Post -> Report,Security,Restore Automotive SAP Pricing,SAP access provisioned and Automotive test data exists,"1. Open Pricing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
