Test Case ID,Cloud,Module,Domain,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-HC-00037,Health,Patient 360,Payer,Accessibility,Schedule Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Schedule action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Schedule Payer Health Patient 360 completes successfully with audit trail and data validation,Low,Accessibility
SF-HC-00038,Health,Patient 360,Payer,Accessibility,Share Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Share action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Share Payer Health Patient 360 completes successfully with audit trail and data validation,Medium,Accessibility
SF-HC-00039,Health,Patient 360,Payer,Accessibility,Delete Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Delete action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Delete Payer Health Patient 360 completes successfully with audit trail and data validation,Low,Accessibility
SF-HC-00040,Health,Patient 360,Payer,Accessibility,Create Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Create action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Create Payer Health Patient 360 completes successfully with audit trail and data validation,High,Accessibility
SF-HC-00041,Health,Patient 360,Payer,API,Reject Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Reject action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Reject Payer Health Patient 360 completes successfully with audit trail and data validation,Medium,API
SF-HC-00042,Health,Patient 360,Payer,API,Submit Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Submit action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Submit Payer Health Patient 360 completes successfully with audit trail and data validation,Medium,API
SF-HC-00043,Health,Patient 360,Payer,API,Clone Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Clone action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Clone Payer Health Patient 360 completes successfully with audit trail and data validation,Low,API
SF-HC-00044,Health,Patient 360,Payer,API,View Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform View action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,View Payer Health Patient 360 completes successfully with audit trail and data validation,Low,API
SF-HC-00045,Health,Patient 360,Payer,FHIR API,Close Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Close action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Close Payer Health Patient 360 completes successfully with audit trail and data validation,Low,FHIR API
SF-HC-00046,Health,Patient 360,Payer,FHIR API,Update Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Update action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Update Payer Health Patient 360 completes successfully with audit trail and data validation,Medium,FHIR API
SF-HC-00047,Health,Patient 360,Payer,FHIR API,Sync Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Sync action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Sync Payer Health Patient 360 completes successfully with audit trail and data validation,Medium,FHIR API
SF-HC-00048,Health,Patient 360,Payer,FHIR API,Schedule Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Schedule action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Schedule Payer Health Patient 360 completes successfully with audit trail and data validation,Low,FHIR API
SF-HC-00049,Health,Patient 360,Payer,HIPAA Compliance,Validate Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Validate action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Validate Payer Health Patient 360 completes successfully with audit trail and data validation,High,HIPAA Compliance
SF-HC-00050,Health,Patient 360,Payer,HIPAA Compliance,Restore Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Restore action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Restore Payer Health Patient 360 completes successfully with audit trail and data validation,Low,HIPAA Compliance
SF-HC-00051,Health,Patient 360,Payer,HIPAA Compliance,Clone Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Clone action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Clone Payer Health Patient 360 completes successfully with audit trail and data validation,High,HIPAA Compliance
SF-HC-00052,Health,Patient 360,Payer,HIPAA Compliance,Submit Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Submit action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Submit Payer Health Patient 360 completes successfully with audit trail and data validation,Medium,HIPAA Compliance
SF-HC-00053,Health,Patient 360,Payer,Care Workflow,Sync Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Sync action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Sync Payer Health Patient 360 completes successfully with audit trail and data validation,High,Care Workflow
SF-HC-00054,Health,Patient 360,Payer,Care Workflow,Export Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Export action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Export Payer Health Patient 360 completes successfully with audit trail and data validation,Low,Care Workflow
SF-HC-00055,Health,Patient 360,Payer,Care Workflow,Approve Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Approve action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Approve Payer Health Patient 360 completes successfully with audit trail and data validation,Low,Care Workflow
SF-HC-00056,Health,Patient 360,Payer,Care Workflow,Edit Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Edit action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Edit Payer Health Patient 360 completes successfully with audit trail and data validation,High,Care Workflow
SF-HC-00057,Health,Patient 360,Payer,Consent Validation,Create Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Create action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Create Payer Health Patient 360 completes successfully with audit trail and data validation,Medium,Consent Validation
SF-HC-00058,Health,Patient 360,Payer,Consent Validation,Schedule Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Schedule action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Schedule Payer Health Patient 360 completes successfully with audit trail and data validation,Low,Consent Validation
SF-HC-00059,Health,Patient 360,Payer,Consent Validation,Restore Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Restore action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Restore Payer Health Patient 360 completes successfully with audit trail and data validation,Low,Consent Validation
SF-HC-00060,Health,Patient 360,Payer,Consent Validation,Approve Payer Health Patient 360,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Approve action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Approve Payer Health Patient 360 completes successfully with audit trail and data validation,Medium,Consent Validation
SF-HC-00061,Health,Patient 360,Provider,Functional,Archive Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Archive action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Archive Provider Health Patient 360 completes successfully with audit trail and data validation,Low,Functional
SF-HC-00062,Health,Patient 360,Provider,Functional,Schedule Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Schedule action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Schedule Provider Health Patient 360 completes successfully with audit trail and data validation,Low,Functional
SF-HC-00063,Health,Patient 360,Provider,Functional,Export Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Export action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Export Provider Health Patient 360 completes successfully with audit trail and data validation,Low,Functional
SF-HC-00064,Health,Patient 360,Provider,Functional,Submit Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Submit action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Submit Provider Health Patient 360 completes successfully with audit trail and data validation,Medium,Functional
SF-HC-00065,Health,Patient 360,Provider,Regression,Update Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Update action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Update Provider Health Patient 360 completes successfully with audit trail and data validation,High,Regression
SF-HC-00066,Health,Patient 360,Provider,Regression,Approve Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Approve action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Approve Provider Health Patient 360 completes successfully with audit trail and data validation,Low,Regression
SF-HC-00067,Health,Patient 360,Provider,Regression,Bulk Edit Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Bulk Edit action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Bulk Edit Provider Health Patient 360 completes successfully with audit trail and data validation,Medium,Regression
SF-HC-00068,Health,Patient 360,Provider,Regression,Delete Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Delete action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Delete Provider Health Patient 360 completes successfully with audit trail and data validation,High,Regression
SF-HC-00069,Health,Patient 360,Provider,UI,Share Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Share action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Share Provider Health Patient 360 completes successfully with audit trail and data validation,High,UI
SF-HC-00070,Health,Patient 360,Provider,UI,Create Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Create action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Create Provider Health Patient 360 completes successfully with audit trail and data validation,Low,UI
SF-HC-00071,Health,Patient 360,Provider,UI,Reassign Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Reassign action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Reassign Provider Health Patient 360 completes successfully with audit trail and data validation,Medium,UI
SF-HC-00072,Health,Patient 360,Provider,UI,Edit Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Edit action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Edit Provider Health Patient 360 completes successfully with audit trail and data validation,High,UI
SF-HC-00073,Health,Patient 360,Provider,Integration,Reject Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Reject action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Reject Provider Health Patient 360 completes successfully with audit trail and data validation,High,Integration
SF-HC-00074,Health,Patient 360,Provider,Integration,Schedule Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Schedule action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Schedule Provider Health Patient 360 completes successfully with audit trail and data validation,Medium,Integration
SF-HC-00075,Health,Patient 360,Provider,Integration,Archive Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Archive action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Archive Provider Health Patient 360 completes successfully with audit trail and data validation,Low,Integration
SF-HC-00076,Health,Patient 360,Provider,Integration,Restore Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Restore action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Restore Provider Health Patient 360 completes successfully with audit trail and data validation,High,Integration
SF-HC-00077,Health,Patient 360,Provider,Security,Route Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Route action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Route Provider Health Patient 360 completes successfully with audit trail and data validation,Medium,Security
SF-HC-00078,Health,Patient 360,Provider,Security,Schedule Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Schedule action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Schedule Provider Health Patient 360 completes successfully with audit trail and data validation,High,Security
SF-HC-00079,Health,Patient 360,Provider,Security,Share Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Share action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Share Provider Health Patient 360 completes successfully with audit trail and data validation,Low,Security
SF-HC-00080,Health,Patient 360,Provider,Security,Search Provider Health Patient 360,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Patient 360 in Health Cloud.\n2. Perform Search action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Search Provider Health Patient 360 completes successfully with audit trail and data validation,Medium,Security
