Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
WD-FIN-00021,Workday,FINANCE,Supplier Invoice,Healthcare,Budget -> Expense -> Journal -> Dashboard,Accessibility,Update Healthcare Workday Supplier Invoice,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00022,Workday,FINANCE,Supplier Invoice,Manufacturing,Requisition -> Offer -> Hire -> Onboard -> Payroll,Performance,Route Manufacturing Workday Supplier Invoice,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00023,Workday,FINANCE,Supplier Invoice,Manufacturing,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Submit Manufacturing Workday Supplier Invoice,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00024,Workday,FINANCE,Supplier Invoice,Manufacturing,Expense Submit -> Approval -> Accounting -> Reimbursement,Integration,Update Manufacturing Workday Supplier Invoice,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00025,Workday,FINANCE,Supplier Invoice,Manufacturing,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Create Manufacturing Workday Supplier Invoice,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00026,Workday,FINANCE,Supplier Invoice,Manufacturing,Integration Load -> Validate -> Error Handling -> Reprocess,Data Migration,Validate Manufacturing Workday Supplier Invoice,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00027,Workday,FINANCE,Supplier Invoice,Manufacturing,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Validate Manufacturing Workday Supplier Invoice,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00028,Workday,FINANCE,Supplier Invoice,Manufacturing,Budget -> Expense -> Journal -> Dashboard,Data Migration,Close Manufacturing Workday Supplier Invoice,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00029,Workday,FINANCE,Supplier Invoice,Education,Requisition -> Offer -> Hire -> Onboard -> Payroll,UI,Submit Education Workday Supplier Invoice,Workday access is provisioned and Education test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00030,Workday,FINANCE,Supplier Invoice,Education,Employee Life Event -> Benefits -> Payroll -> Reporting,Regression,Sync Education Workday Supplier Invoice,Workday access is provisioned and Education test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00031,Workday,FINANCE,Supplier Invoice,Education,Expense Submit -> Approval -> Accounting -> Reimbursement,Mobile,Update Education Workday Supplier Invoice,Workday access is provisioned and Education test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00032,Workday,FINANCE,Supplier Invoice,Education,Supplier Invoice -> Matching -> Approval -> Payment,Workflow,Sync Education Workday Supplier Invoice,Workday access is provisioned and Education test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00033,Workday,FINANCE,Supplier Invoice,Education,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Approve Education Workday Supplier Invoice,Workday access is provisioned and Education test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00034,Workday,FINANCE,Supplier Invoice,Education,Recruiting -> Hire -> Onboard -> Time -> Payroll,Integration,Update Education Workday Supplier Invoice,Workday access is provisioned and Education test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00035,Workday,FINANCE,Supplier Invoice,Education,Budget -> Expense -> Journal -> Dashboard,Integration,Route Education Workday Supplier Invoice,Workday access is provisioned and Education test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00036,Workday,FINANCE,Supplier Invoice,Nonprofit,Requisition -> Offer -> Hire -> Onboard -> Payroll,Performance,Sync Nonprofit Workday Supplier Invoice,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00037,Workday,FINANCE,Supplier Invoice,Nonprofit,Employee Life Event -> Benefits -> Payroll -> Reporting,Regression,Edit Nonprofit Workday Supplier Invoice,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00038,Workday,FINANCE,Supplier Invoice,Nonprofit,Expense Submit -> Approval -> Accounting -> Reimbursement,Data Migration,Close Nonprofit Workday Supplier Invoice,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00039,Workday,FINANCE,Supplier Invoice,Nonprofit,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Sync Nonprofit Workday Supplier Invoice,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00040,Workday,FINANCE,Supplier Invoice,Nonprofit,Integration Load -> Validate -> Error Handling -> Reprocess,Performance,Export Nonprofit Workday Supplier Invoice,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00041,Workday,FINANCE,Supplier Invoice,Nonprofit,Recruiting -> Hire -> Onboard -> Time -> Payroll,Integration,Sync Nonprofit Workday Supplier Invoice,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00042,Workday,FINANCE,Supplier Invoice,Nonprofit,Budget -> Expense -> Journal -> Dashboard,Performance,Validate Nonprofit Workday Supplier Invoice,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00043,Workday,FINANCE,Supplier Invoice,Financial Services,Requisition -> Offer -> Hire -> Onboard -> Payroll,Performance,Update Financial Services Workday Supplier Invoice,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00044,Workday,FINANCE,Supplier Invoice,Financial Services,Employee Life Event -> Benefits -> Payroll -> Reporting,Data Migration,Review Financial Services Workday Supplier Invoice,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00045,Workday,FINANCE,Supplier Invoice,Financial Services,Expense Submit -> Approval -> Accounting -> Reimbursement,Workflow,Create Financial Services Workday Supplier Invoice,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00046,Workday,FINANCE,Supplier Invoice,Financial Services,Supplier Invoice -> Matching -> Approval -> Payment,Workflow,Export Financial Services Workday Supplier Invoice,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00047,Workday,FINANCE,Supplier Invoice,Financial Services,Integration Load -> Validate -> Error Handling -> Reprocess,Mobile,Submit Financial Services Workday Supplier Invoice,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00048,Workday,FINANCE,Supplier Invoice,Financial Services,Recruiting -> Hire -> Onboard -> Time -> Payroll,Integration,Submit Financial Services Workday Supplier Invoice,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00049,Workday,FINANCE,Supplier Invoice,Financial Services,Budget -> Expense -> Journal -> Dashboard,Security,Edit Financial Services Workday Supplier Invoice,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00050,Workday,FINANCE,Supplier Invoice,Technology,Requisition -> Offer -> Hire -> Onboard -> Payroll,Workflow,Close Technology Workday Supplier Invoice,Workday access is provisioned and Technology test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00051,Workday,FINANCE,Supplier Invoice,Technology,Employee Life Event -> Benefits -> Payroll -> Reporting,Functional,Export Technology Workday Supplier Invoice,Workday access is provisioned and Technology test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-FIN-00052,Workday,FINANCE,Supplier Invoice,Technology,Expense Submit -> Approval -> Accounting -> Reimbursement,Regression,Close Technology Workday Supplier Invoice,Workday access is provisioned and Technology test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
